Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	$\alpha$	Stdalpha	Maxalpha	Minalpha	Time
81	1919.2621	235.99144	2257.1965	1677.486	1583.4525	293.83224	1969.4927	912.83203	1000.0	1000.0	323999	106.16427	106.16418	-105.29333	15.453383	1.4394056	0.08325042	1.7712308	1.1399337	1.0801103	0.04745634	1.2410432	1.0008973	7849.180916547775
82	1559.4319	387.36813	1988.6005	1002.72217	1420.4333	369.1626	1856.7975	604.15564	1000.0	1000.0	327999	107.3287	107.32884	-106.501076	14.900193	1.4406258	0.076739065	1.6769458	1.1801943	1.0528016	0.05074441	1.159578	0.9206192	7946.371490955353
83	1550.624	302.26236	1893.4297	1146.4648	1649.6195	294.98004	2050.4717	940.0653	1000.0	1000.0	331999	108.20697	108.20696	-107.3115	15.396219	1.4408085	0.07481345	1.7434272	1.2030319	1.0728095	0.041545764	1.1607147	0.98712254	8043.582423686981
84	2178.9387	164.32852	2451.415	2014.2487	2411.6772	348.0761	2810.4016	1657.6016	1000.0	1000.0	335999	109.30467	109.30448	-108.41737	15.964002	1.4373574	0.075497806	1.6953825	1.1815544	1.0775448	0.05951014	1.1852975	0.9510679	8140.804331302643
85	2006.5356	197.83086	2184.868	1672.2821	1905.5016	435.9948	2557.3906	1062.8684	1000.0	1000.0	339999	110.25347	110.25318	-109.34774	15.874396	1.4420598	0.08160425	1.7934867	1.1418686	1.1008161	0.053644624	1.2192968	0.96392924	8238.47205209732
86	1304.5531	527.17084	2004.4994	534.42786	609.58093	343.6367	1499.2406	333.9718	1000.0	1000.0	343999	111.93854	111.93869	-111.09253	15.891029	1.4404991	0.075675204	1.74977	1.1800157	1.095538	0.048446827	1.2412075	1.0007209	8335.1490380764
87	1650.0667	448.01138	2414.8523	1273.4823	1261.8557	618.49475	2176.0322	447.60257	1000.0	1000.0	347999	113.47477	113.47442	-112.590454	16.14688	1.4379512	0.076770864	1.7709676	1.202607	1.0590852	0.057781193	1.2246563	0.91561675	8432.963051080704
88	1774.2021	558.60913	2307.3835	837.815	2076.3389	392.59058	2645.4255	1338.1683	1000.0	1000.0	351999	114.38724	114.3876	-113.45781	16.072548	1.4413669	0.080820404	1.8006485	1.1989012	1.1254921	0.05035449	1.2557636	1.0146099	8530.092961072922
89	2292.0786	510.25485	3057.1248	1641.6173	2269.2522	197.54044	2564.5938	1903.4595	1000.0	1000.0	355999	115.65978	115.66013	-114.709045	17.339643	1.4420909	0.08598595	1.7824733	1.1187807	1.1188501	0.066038586	1.2857392	0.9855984	8626.472066164017
90	2538.8438	412.21756	2925.3408	1856.6606	161.19644	66.37577	308.0402	88.33237	1000.0	1000.0	359999	117.25794	117.25798	-116.31828	17.643793	1.4383757	0.07123293	1.7237728	1.1896193	1.1537765	0.059297435	1.3053126	1.036436	8722.065214157104
91	2374.578	534.99286	2867.7463	1521.9307	2027.679	327.29605	2526.0867	1543.0953	1000.0	1000.0	363999	118.7691	118.76956	-117.81343	18.346153	1.4418494	0.08048558	1.8526696	1.1980639	1.1530603	0.055025134	1.2782234	1.0202	8818.19567322731
92	2150.103	518.69806	3024.6372	1729.9557	2086.819	501.47086	2764.2695	1032.9918	1000.0	1000.0	367999	121.84648	121.84662	-120.88909	18.447565	1.4403235	0.082136974	1.7436253	1.1650927	1.2206306	0.056951825	1.3693565	1.0934925	8915.170680046082
93	2349.1707	420.06357	3051.2239	1999.3789	2793.0334	153.5051	3033.9602	2498.3623	1000.0	1000.0	371999	124.75621	124.75644	-123.783905	19.213017	1.4382765	0.07924989	1.7137246	1.1455128	1.1952685	0.042499393	1.3229454	1.0998255	9012.34212589264
94	2368.2463	564.0074	2957.5295	1438.9847	2037.0277	599.27277	2992.4614	1042.4003	1000.0	1000.0	375999	127.0216	127.02143	-126.01517	19.926273	1.4419394	0.07407695	1.6962426	1.1726179	1.219051	0.04376327	1.3216757	1.109826	9109.343854904175
95	2064.2124	614.64764	3041.4666	1350.0309	2491.4497	367.55206	2930.83	1727.3193	1000.0	1000.0	379999	129.70477	129.70486	-128.65733	20.853664	1.4596317	0.08094528	1.7775412	1.2012376	1.2955099	0.066065036	1.5024782	1.1693474	9206.21509051323
96	2419.22	426.56265	3017.124	1816.4357	1828.4812	419.21793	2147.2966	623.99896	1000.0	1000.0	383999	133.46593	133.46594	-132.49297	21.45039	1.4875683	0.07441333	1.7293234	1.25326	1.2145451	0.054448187	1.383992	1.098948	9303.578625202179
