Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
117	4997.8687	143.16182	5170.8374	4786.4473	5098.1953	260.87152	5464.617	4506.869	1000.0	1000.0	467999	524.28265	77.65056	619.30774	85.87069	-525.69147	15.139554	4899.556897640228
118	4935.084	138.93251	5140.4844	4758.5146	5228.332	111.33351	5498.781	5096.4736	1000.0	1000.0	471999	525.82074	76.89367	619.1942	91.8789	-527.2355	15.731855	4941.471102714539
119	4934.723	235.68495	5150.327	4541.599	5464.5254	160.65735	5641.2446	5111.5454	1000.0	1000.0	475999	527.47943	75.83358	623.44226	83.8515	-528.929	16.243177	4983.335662126541
120	4973.8975	96.22815	5078.6655	4818.326	5313.1084	219.51674	5528.1333	4687.5337	1000.0	1000.0	479999	529.2187	74.92609	623.44696	80.73546	-530.6599	15.424455	5024.96701836586
121	4943.2764	238.94745	5110.5225	4530.6455	5418.739	276.1606	5704.0493	4806.4043	1000.0	1000.0	483999	530.0614	75.14102	623.35754	73.77829	-531.477	15.178754	5066.571037769318
122	5049.3115	59.544533	5110.901	4974.005	5339.0293	445.48453	5571.01	4008.934	1000.0	1000.0	487999	531.3818	74.89519	624.30273	90.77898	-532.7679	15.593416	5108.3605942726135
123	4951.3477	138.94298	5075.879	4727.8784	5291.856	237.6646	5612.6436	4655.896	1000.0	1000.0	491999	531.79987	76.40942	626.0709	41.284916	-533.20233	15.281984	5150.102263212204
124	4990.448	151.7549	5146.53	4808.6865	5256.987	231.88213	5442.0386	4693.943	1000.0	1000.0	495999	532.66583	77.06876	624.9501	32.35369	-534.05914	15.909004	5191.959481954575
125	4867.7686	222.84991	5027.8667	4483.29	5470.7056	154.08202	5750.8633	5185.4	1000.0	1000.0	499999	533.37646	76.69009	625.02606	83.78848	-534.76074	15.293926	5233.874830961227
126	4987.67	65.86405	5075.99	4893.981	5410.769	106.503525	5582.369	5200.216	1000.0	1000.0	503999	534.3039	76.525764	624.81305	89.01827	-535.7101	15.791668	5275.64022731781
127	4962.899	66.99044	5050.9043	4874.9907	5399.0156	122.22692	5602.9365	5194.3467	1000.0	1000.0	507999	535.37646	76.043526	628.41046	88.48725	-536.784	15.763962	5317.517752170563
128	5138.1323	186.80006	5389.524	4865.9126	5594.3086	132.10402	5849.602	5332.9126	1000.0	1000.0	511999	536.5675	75.39869	628.5795	82.67833	-537.9586	15.933873	5359.49888253212
129	5128.4717	89.06804	5254.525	5019.387	5544.595	184.75304	5785.535	5162.6284	1000.0	1000.0	515999	537.4917	76.41583	627.3477	59.169514	-538.8943	15.831538	5401.4111886024475
130	5121.0947	112.785965	5239.3086	4969.4272	5465.459	165.87418	5795.5996	5097.336	1000.0	1000.0	519999	538.97327	75.1905	632.76373	64.83943	-540.39557	15.215302	5443.471646785736
