Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
84	63.62204	1.7649024	70.48051	56.585464	62.665424	0.17879657	62.91563	62.369366	14.049123	14.0	335999	31.669846	17.161663	89.76801	-9.800972	-31.516964	0.4183026	2895.8336119651794
85	63.692684	1.7352574	70.005585	58.713493	63.53958	1.8603904	67.311806	62.183266	14.049295	14.2	339999	31.682817	17.117609	79.851295	-8.362901	-31.531496	0.4590521	2930.7232542037964
86	63.584156	1.7501365	69.55234	58.6876	63.111042	1.4944652	67.56746	62.23564	14.042106	14.1	343999	31.759857	17.16463	75.36442	-6.99365	-31.615517	0.43727496	2965.235645055771
87	63.637657	1.8704315	70.220436	58.66241	63.05882	1.5048735	67.54593	62.270664	14.052631	14.1	347999	31.772112	17.16314	89.85519	-48.86699	-31.62993	0.4854729	2999.669635295868
88	63.576843	1.6535369	69.540184	59.037647	63.634422	1.9024222	67.51496	62.49547	14.038596	14.2	351999	31.728806	17.194622	78.69337	-16.685984	-31.586628	0.4545346	3034.090325832367
89	63.506058	1.795142	70.08139	58.070827	63.13264	1.311275	67.032295	62.447723	14.045614	14.1	355999	31.73173	17.156452	74.767784	-9.782296	-31.58839	0.43389475	3068.758380174637
90	63.659668	1.725463	69.648445	57.86855	62.69169	0.17589359	62.95078	62.409653	14.059859	14.0	359999	31.748333	17.156939	77.18952	-22.648235	-31.604395	0.47003856	3103.4540343284607
91	63.526604	1.7189156	69.60092	58.70056	62.921467	1.4408432	67.19896	62.090633	14.052631	14.1	363999	31.77408	17.175413	78.16161	-15.766293	-31.6343	0.43855098	3138.1459197998047
92	63.552116	1.790301	69.66295	58.137432	62.604786	0.25297162	62.969353	62.159832	14.042106	14.0	367999	31.7574	17.15007	77.88441	-14.686482	-31.614191	0.44252902	3172.9605565071106
93	63.578827	1.8668329	69.789345	58.293922	62.65272	0.2560334	62.98282	62.15714	14.056338	14.0	371999	31.717585	17.14834	78.83915	-5.138014	-31.570248	0.44228515	3207.6672282218933
94	63.753136	1.8211715	69.81769	58.884964	63.532097	1.9127365	67.4733	62.395237	14.066901	14.2	375999	31.74247	17.118713	76.04377	-5.6310773	-31.599728	0.43372107	3242.046206712723
95	63.644684	2.0636864	70.021576	58.122654	62.62611	0.13012454	62.82142	62.41065	14.073684	14.0	379999	31.773067	17.149277	73.09046	-4.9113073	-31.630732	0.41230947	3276.8286304473877
96	63.47596	1.7453393	69.87218	57.698647	63.098694	1.4401597	67.378136	62.226448	14.038596	14.1	383999	31.707405	17.140444	70.28467	-12.181599	-31.560074	0.43422687	3311.411083459854
97	63.592686	1.8865197	70.05029	58.678467	62.572155	0.18174681	62.91366	62.268356	14.059859	14.0	387999	31.746567	17.141636	73.55803	-27.341768	-31.60248	0.4310898	3345.899208545685
98	63.737408	1.854282	69.86811	58.47318	63.01687	1.3509257	67.00643	62.217308	14.066901	14.1	391999	31.738337	17.132448	77.33686	-6.95613	-31.594366	0.42064697	3380.6518054008484
99	63.461376	1.70474	69.638885	58.174225	62.594604	0.15488751	62.884956	62.29493	14.035088	14.0	395999	31.684845	17.140877	78.55463	-25.678194	-31.541624	0.42908728	3415.4616186618805
