Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
65	6958.8926	88.25111	7069.8335	6843.8506	7119.7476	84.794975	7276.8384	7024.996	1000.0	1000.0	259999	531.32513	113.09264	630.0314	47.82433	531.3253	113.0919	630.50867	51.00252	-533.7475	38.904823	3039.689184188843
66	6956.669	59.18121	7040.515	6899.3696	6912.54	71.009094	7049.237	6823.556	1000.0	1000.0	263999	533.54553	112.139534	634.2147	53.880417	533.5452	112.14075	632.1609	53.67507	-535.93835	38.56845	3086.592118740082
67	6956.1846	124.649536	7101.488	6773.174	7565.3936	90.3974	7685.6104	7375.651	1000.0	1000.0	267999	535.97705	111.288124	632.05054	57.829994	535.97656	111.288315	633.9461	56.140472	-537.6863	37.78808	3133.721356868744
68	7165.5312	163.50294	7328.9634	6915.292	7497.508	142.28195	7724.048	7295.816	1000.0	1000.0	271999	537.8316	111.31458	636.91534	60.3547	537.83124	111.31507	637.40515	53.72081	-539.98	37.560196	3180.820818424225
69	7022.119	94.63285	7111.7764	6862.8667	7457.749	104.68396	7650.6963	7262.0723	1000.0	1000.0	275999	539.9795	110.2252	639.0174	48.02021	539.97943	110.22497	640.155	57.063744	-541.95886	36.954357	3227.8273706436157
70	7031.1963	67.180984	7117.012	6928.9717	7548.786	82.52557	7708.9326	7403.3	1000.0	1000.0	279999	541.42694	110.03874	639.5867	37.314053	541.4272	110.03988	639.59717	45.420723	-543.5206	37.008728	3275.0615656375885
71	7016.9556	100.86069	7157.566	6886.6445	7304.5557	75.34074	7426.0923	7183.4287	1000.0	1000.0	283999	542.89014	110.11408	642.1574	57.801197	542.8896	110.11609	644.41034	48.104607	-544.7087	38.188213	3322.3861520290375
72	7053.7075	85.77588	7159.7666	6939.9556	6624.7524	84.54208	6801.881	6469.8506	1000.0	1000.0	287999	544.70135	110.155266	640.50714	57.64714	544.7013	110.154564	641.90125	57.321575	-546.9103	36.152702	3369.398692846298
73	6988.435	84.90438	7090.3833	6874.1094	7318.7827	92.69496	7442.0356	7129.982	1000.0	1000.0	291999	546.38074	109.30996	641.8806	41.605114	546.38074	109.310486	643.6165	56.024178	-548.50586	37.99228	3416.32288312912
74	7082.634	152.56071	7280.273	6853.9434	7663.732	102.25991	7815.6855	7418.0215	1000.0	1000.0	295999	547.5974	109.78306	645.09973	38.272396	547.5974	109.78222	645.91876	38.352726	-549.3193	35.48557	3463.148268699646
75	6954.3057	168.84052	7175.662	6702.7827	7636.578	85.12018	7793.029	7493.3076	1000.0	1000.0	299999	548.53406	111.23398	644.29706	28.966568	548.5343	111.232765	644.5683	44.364117	-550.8316	36.39028	3510.2507457733154
