Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	mmd_entropy	alpha	Time
425	319497.03	13796.59	336278.5	300379.66	334461.47	12004.777	355138.53	317953.6	1000.0	1000.0	1699999	1235.8165	1235.8174	-1225.6453	488.17468	3.9960186	1.8293453	99685.57867670059
426	338365.22	6944.513	345471.8	327536.66	334887.94	15998.417	352930.6	306161.7	1000.0	1000.0	1703999	1236.398	1236.3982	-1226.3657	490.14627	4.0044775	1.8015982	99923.8709025383
427	313946.75	31764.635	336983.1	259174.94	332243.3	24039.55	355067.3	273647.97	1000.0	1000.0	1707999	1239.8732	1239.8743	-1229.9799	489.56885	3.9993725	1.779946	100161.6927394867
428	326285.1	10610.083	337715.53	312256.3	335208.75	9767.185	345960.12	310835.7	1000.0	1000.0	1711999	1241.3574	1241.3575	-1231.2476	480.36346	3.9993217	1.8365107	100399.63130807877
429	332111.56	8117.1743	342301.66	320334.2	343841.16	6584.792	351862.28	327650.53	1000.0	1000.0	1715999	1244.1533	1244.1528	-1233.9814	471.4192	3.9900982	1.8621286	100637.5291390419
430	332181.06	14719.431	346609.8	309304.4	336340.4	8307.91	348393.7	319629.16	1000.0	1000.0	1719999	1246.7294	1246.7301	-1236.6421	473.42932	4.005888	1.8331834	100872.74015951157
431	332056.9	8414.244	339400.8	317861.2	333036.38	14396.976	346224.56	304276.3	1000.0	1000.0	1723999	1248.3977	1248.3956	-1238.304	474.97357	4.003416	1.8340565	101110.39362382889
432	338391.0	5467.134	345111.25	332465.84	318239.6	24705.273	343358.88	269194.84	1000.0	1000.0	1727999	1249.92	1249.9204	-1239.6698	478.00818	4.0019965	1.8645217	101347.62626862526
433	328824.75	17968.57	347336.0	299812.88	337276.75	12305.184	350885.2	315330.84	1000.0	1000.0	1731999	1249.9802	1249.979	-1240.2314	473.0825	3.997909	1.7362598	101583.14806175232
434	339559.3	8444.45	349649.4	326710.84	332571.06	19404.01	350289.22	278561.78	1000.0	1000.0	1735999	1250.9379	1250.9384	-1241.0607	471.15787	3.9990597	1.7837995	101819.26594591141
435	325942.66	22125.867	343986.25	289038.97	338866.6	8018.6265	350504.94	328134.03	1000.0	1000.0	1739999	1253.368	1253.3698	-1243.2882	467.88553	4.0028534	1.8399588	102056.44421887398
436	327993.75	8680.556	340059.7	316325.88	317787.53	22657.754	352241.0	266286.25	1000.0	1000.0	1743999	1255.8116	1255.8131	-1246.0829	467.88962	3.9959855	1.7436522	102293.84003639221
437	338826.16	4221.6406	342686.84	331767.8	328339.72	18138.715	358650.72	290157.3	1000.0	1000.0	1747999	1258.5293	1258.5295	-1248.56	474.57382	4.0016346	1.8184437	102528.49329161644
438	346774.9	6122.342	355369.4	339903.1	336890.2	10500.515	349999.97	322006.5	1000.0	1000.0	1751999	1259.6995	1259.699	-1249.913	466.88144	3.9997137	1.7561731	102763.15265107155
439	332052.88	11910.323	349846.75	317109.28	336938.3	17883.941	352215.6	286635.16	1000.0	1000.0	1755999	1260.6415	1260.6409	-1251.0199	473.39047	3.9984796	1.7094226	102997.67296218872
440	333773.06	10987.602	346184.84	321798.22	335280.06	15778.778	358671.34	308233.66	1000.0	1000.0	1759999	1262.8389	1262.8407	-1252.7583	476.60345	4.0010047	1.8203512	103232.41568303108
441	331195.38	5845.915	339780.6	323508.06	341168.53	9599.294	352115.66	320610.62	1000.0	1000.0	1763999	1263.121	1263.1233	-1253.4545	472.05313	4.0023313	1.7383745	103466.3183028698
442	321320.4	32035.746	349515.78	267697.94	340533.1	8060.333	351535.9	328331.28	1000.0	1000.0	1767999	1265.1412	1265.1406	-1255.3528	466.67587	4.00868	1.7622424	103702.4971818924
443	338290.12	18300.22	352125.3	306808.22	331586.34	26598.332	360600.38	260628.55	1000.0	1000.0	1771999	1266.96	1266.9614	-1256.6637	461.91418	3.989781	1.9081472	103932.78035712242
444	324882.28	17426.904	338090.22	294893.56	340936.66	11529.6455	356375.56	316096.06	1000.0	1000.0	1775999	1270.875	1270.8763	-1261.2748	466.54962	4.0081534	1.7435706	104167.28974723816
445	326815.0	9728.307	335947.28	312882.56	333988.66	21760.174	355917.38	298277.16	1000.0	1000.0	1779999	1274.6726	1274.6716	-1265.2333	461.7841	3.9963205	1.692462	104398.5574362278
446	343110.72	6761.103	349688.34	333239.25	341532.44	12523.852	358595.4	318683.06	1000.0	1000.0	1783999	1277.1149	1277.1166	-1266.9027	461.97418	3.9960089	1.8713046	104630.061896801
447	329390.94	14322.053	345214.56	311638.62	336590.7	10950.652	352780.25	317625.38	1000.0	1000.0	1787999	1279.1202	1279.1217	-1269.9177	453.77182	3.996755	1.600599	104863.43716526031
448	338536.97	3458.9111	342721.7	333283.1	326684.44	16774.186	350714.5	296412.84	1000.0	1000.0	1791999	1279.5085	1279.5071	-1269.3038	462.21887	3.9984686	1.8570433	105094.66747689247
449	332442.38	8409.654	340041.44	318223.72	346267.25	9365.572	356027.25	327787.1	1000.0	1000.0	1795999	1280.08	1280.0813	-1270.4794	465.54968	4.0100083	1.7126563	105329.58259701729
450	334408.25	12805.597	349356.56	314194.94	341350.7	9377.033	351680.12	318269.12	1000.0	1000.0	1799999	1281.3224	1281.3228	-1271.5613	458.80884	3.999179	1.7668204	105563.31300282478
451	330010.66	29057.05	354084.56	280471.34	339746.56	19131.658	354275.44	291302.06	1000.0	1000.0	1803999	1283.135	1283.1368	-1273.1829	462.29977	3.9920487	1.7932991	105796.66424274445
452	335533.38	9561.653	344241.7	319531.12	331411.03	17581.613	353449.2	288215.22	1000.0	1000.0	1807999	1283.7725	1283.7751	-1273.4452	463.30276	4.004837	1.8776256	106029.9245955944
453	339296.9	6620.642	347967.25	329517.47	335242.34	25122.348	355486.1	280538.4	1000.0	1000.0	1811999	1282.559	1282.5591	-1273.1906	466.18536	3.9997847	1.6275467	106261.28593420982
454	337854.88	14622.537	355837.06	318994.94	339215.94	16361.483	351360.53	292574.88	1000.0	1000.0	1815999	1283.0153	1283.015	-1272.7048	468.46606	4.0051723	1.8706123	106496.21611833572
455	337499.88	11728.124	346669.4	317511.88	347104.4	12217.095	366402.34	319100.0	1000.0	1000.0	1819999	1283.7085	1283.71	-1274.1012	466.322	3.997774	1.6964186	106727.83035373688
456	330317.12	5712.004	335759.72	322270.78	345565.94	7888.031	352920.22	329592.3	1000.0	1000.0	1823999	1284.4156	1284.4167	-1274.1698	474.69745	3.9988034	1.86001	106961.42900705338
457	334422.38	9752.141	343949.12	318640.44	341567.84	10792.369	354852.6	315301.7	1000.0	1000.0	1827999	1284.8794	1284.8804	-1274.8938	468.3192	4.0035667	1.8082676	107197.00891757011
458	309556.8	24596.398	334328.5	269395.47	338287.7	16817.637	357393.8	304375.62	1000.0	1000.0	1831999	1287.3945	1287.3948	-1277.9454	474.95593	3.985224	1.6513537	107429.5417482853
459	326705.12	22274.068	349182.12	289653.44	325632.28	17948.709	346705.75	299515.97	1000.0	1000.0	1835999	1286.8855	1286.8864	-1276.15	474.68637	4.0089808	1.9807599	107663.92376255989
460	329102.7	29462.277	351834.1	278465.97	325161.7	15503.754	345973.25	302106.62	1000.0	1000.0	1839999	1290.0857	1290.0859	-1280.2008	468.88843	3.99792	1.7684634	107895.4105618
461	329457.62	12881.0625	351381.88	319458.7	339724.8	15174.847	359022.28	307661.97	1000.0	1000.0	1843999	1291.4009	1291.4019	-1281.3044	469.57263	4.0034566	1.8288847	108127.61538171768
462	345674.16	7157.106	356861.0	336917.84	343005.88	26022.793	364232.8	268987.9	1000.0	1000.0	1847999	1293.2101	1293.211	-1282.7886	468.5703	4.001806	1.9062954	108360.7237277031
463	347999.28	3996.0366	352381.62	343995.88	346942.0	6788.159	353448.03	330057.66	1000.0	1000.0	1851999	1294.7871	1294.7865	-1284.7755	458.85828	3.997131	1.8108599	108594.57149147987
464	339218.5	10137.286	346741.9	321907.0	349752.3	7585.976	360487.16	337465.3	1000.0	1000.0	1855999	1296.8965	1296.8956	-1287.1973	453.49158	3.99998	1.746749	108827.4060819149
465	343150.16	6842.692	352409.72	334711.06	330606.53	19039.383	351939.94	284419.7	1000.0	1000.0	1859999	1298.5442	1298.546	-1288.8643	456.30475	4.002154	1.725602	109059.13495564461
466	338657.88	10804.726	351450.44	323274.53	336311.5	19740.469	354972.88	288270.2	1000.0	1000.0	1863999	1299.7676	1299.7684	-1289.831	453.5486	4.002192	1.8032697	109292.36234164238
467	340307.53	11947.682	353588.72	321617.72	337510.53	19681.049	357149.25	290716.3	1000.0	1000.0	1867999	1302.2212	1302.2218	-1291.8593	458.3647	3.9951851	1.9000989	109525.06828284264
468	344774.75	6926.541	355537.78	336504.06	334934.7	25319.916	359514.78	268369.66	1000.0	1000.0	1871999	1302.8849	1302.8864	-1293.168	465.49957	3.996334	1.7340337	109759.03530478477
469	329941.9	27199.102	356279.1	285457.53	336499.34	19925.297	362193.38	291260.06	1000.0	1000.0	1875999	1305.2854	1305.2858	-1295.1471	454.2477	4.0070233	1.8428582	109991.94913005829
470	333609.44	11958.977	350640.88	318864.16	337797.88	17175.84	356595.25	303993.28	1000.0	1000.0	1879999	1307.3083	1307.3068	-1297.5686	455.8892	3.9964864	1.7404021	110223.94952940941
471	330028.88	11695.595	345088.34	314710.06	344047.3	23535.236	363843.84	278569.16	1000.0	1000.0	1883999	1309.3517	1309.3513	-1299.8292	452.30933	3.9997375	1.6967009	110457.27595567703
472	322122.53	17410.074	346403.4	299210.34	326186.72	17382.975	358351.22	296405.78	1000.0	1000.0	1887999	1310.7317	1310.734	-1300.3987	456.00375	3.9990008	1.9009962	110689.16565728188
473	321049.3	36680.0	346254.2	257719.22	336348.88	23205.586	356372.62	273248.78	1000.0	1000.0	1891999	1312.2185	1312.2188	-1302.1249	454.25836	3.998892	1.8279524	110921.68425059319
474	329894.88	14123.74	345930.4	311533.53	348327.44	13047.206	359025.53	311471.8	1000.0	1000.0	1895999	1312.7072	1312.7072	-1302.669	450.49802	4.002832	1.8177788	111154.22341394424
475	335982.0	8403.645	346822.62	324931.3	347873.72	10604.808	362466.1	327909.12	1000.0	1000.0	1899999	1314.7488	1314.7507	-1304.9182	444.6199	3.9968598	1.7761462	111387.3318207264
476	333233.2	11850.624	347044.16	317836.6	340589.25	13450.873	355480.03	317159.38	1000.0	1000.0	1903999	1315.924	1315.924	-1306.1217	442.39026	3.994529	1.762854	111618.86574864388
477	334576.88	14030.097	347890.44	311096.56	332666.88	21915.094	361938.0	290471.03	1000.0	1000.0	1907999	1317.2064	1317.2094	-1307.9796	443.2843	4.0070386	1.626186	111850.00992536545
478	323019.12	18863.455	346694.56	294428.78	339925.94	18575.693	360056.56	291229.16	1000.0	1000.0	1911999	1318.0328	1318.0326	-1308.5503	451.2504	3.9994571	1.6791924	112081.60575866699
479	326787.06	26723.451	355892.28	283325.47	345277.34	9350.3955	351764.38	318127.7	1000.0	1000.0	1915999	1318.9116	1318.9133	-1309.2583	447.3327	3.9972622	1.7217361	112311.9731464386
480	342802.8	7012.287	351432.94	332210.56	343393.84	11872.607	355730.72	315933.72	1000.0	1000.0	1919999	1320.569	1320.5687	-1310.7208	444.63922	3.9954703	1.7762526	112542.47755408287
481	344152.12	4380.7314	351591.06	340727.12	346881.1	11423.566	359765.25	314785.66	1000.0	1000.0	1923999	1322.3384	1322.3384	-1312.6025	446.23056	4.007359	1.7602774	112772.2926826477
482	332340.22	18936.703	354659.3	305100.22	345444.1	11378.525	360761.7	321067.22	1000.0	1000.0	1927999	1323.2905	1323.2893	-1313.8043	442.1602	4.0011816	1.6880407	113005.00155901909
483	339056.2	8688.305	350698.78	328423.62	347735.66	9271.145	360057.16	333983.75	1000.0	1000.0	1931999	1325.2257	1325.2267	-1315.2524	433.81506	4.000584	1.8245873	113235.61231565475
484	332909.75	15316.573	342701.28	306401.3	344481.9	16187.412	358634.4	299812.12	1000.0	1000.0	1935999	1326.8016	1326.8014	-1316.645	438.59494	3.9990149	1.8646548	113466.21483039856
485	350933.3	6622.76	359058.78	342707.5	348998.1	13476.002	366448.22	320106.28	1000.0	1000.0	1939999	1327.5061	1327.5057	-1317.8368	430.0159	3.9971418	1.729748	113696.829226017
486	336640.47	9222.378	352361.62	328884.84	344486.75	15361.34	363408.78	311056.9	1000.0	1000.0	1943999	1327.6196	1327.6206	-1318.2035	439.93585	3.9966836	1.6510547	113930.1329638958
487	322105.0	36640.297	348426.94	258890.61	341455.75	13346.06	365143.53	324243.9	1000.0	1000.0	1947999	1328.0779	1328.0795	-1318.4182	443.18088	4.0065923	1.7243054	114161.18577289581
488	335228.88	5697.906	344285.8	328704.78	347515.88	16836.455	368039.44	318885.03	1000.0	1000.0	1951999	1329.5057	1329.506	-1319.7404	443.0812	3.9965546	1.7480359	114392.39228892326
489	341671.38	11038.556	353543.62	324465.16	351146.6	8915.848	363875.88	333482.03	1000.0	1000.0	1955999	1331.1573	1331.1587	-1321.4695	442.95892	4.005928	1.7412966	114626.77142930031
490	338068.94	18240.533	354589.3	307969.9	349198.1	11687.582	362543.9	320318.44	1000.0	1000.0	1959999	1331.436	1331.4366	-1321.982	452.05634	3.992176	1.6729935	114862.1033039093
491	347397.12	5825.5186	351676.9	337356.28	343250.2	15320.506	362414.28	311758.44	1000.0	1000.0	1963999	1332.6849	1332.685	-1322.7635	448.61026	4.0073957	1.784429	115099.66482925415
492	347912.12	5289.42	352114.12	338923.88	341315.9	13870.67	361065.8	314652.2	1000.0	1000.0	1967999	1332.5972	1332.599	-1323.082	454.47168	3.997113	1.6760237	115338.91041564941
493	345291.47	13862.138	354852.16	321443.03	340358.94	11884.038	355748.3	322333.47	1000.0	1000.0	1971999	1333.9922	1333.992	-1324.143	450.47604	3.9990237	1.7709851	115581.28768873215
494	341970.66	7875.03	354840.22	333647.6	331024.94	12989.679	350607.03	303328.06	1000.0	1000.0	1975999	1334.7473	1334.7491	-1324.3873	451.62704	4.001233	1.8956289	115822.80221509933
495	327464.88	26378.893	357143.4	296229.78	341652.03	25522.521	354689.22	266276.28	1000.0	1000.0	1979999	1336.8212	1336.8179	-1326.8154	451.17322	4.003442	1.807401	116063.15270471573
496	349186.53	5978.931	358686.38	343801.78	348234.38	10801.486	361227.78	330732.56	1000.0	1000.0	1983999	1338.5413	1338.543	-1328.8163	451.19196	4.0003266	1.7217994	116302.99650216103
497	328311.38	12684.085	345837.2	310523.75	343748.97	14377.023	355108.94	302990.47	1000.0	1000.0	1987999	1339.1566	1339.1552	-1329.099	445.63132	3.9951231	1.833093	116542.21533155441
498	342962.72	3736.9436	346926.9	336818.16	346860.3	9222.178	355976.1	324787.5	1000.0	1000.0	1991999	1341.181	1341.1831	-1331.3413	442.18155	4.004083	1.7736906	116781.83511018753
499	342546.2	13547.849	355876.5	320322.28	347105.5	9407.036	365325.97	330892.44	1000.0	1000.0	1995999	1342.6224	1342.6201	-1332.7642	436.73026	3.9988525	1.7659795	117022.75650835037
500	346713.1	4973.985	353337.03	339932.5	352001.94	9043.364	364632.38	330593.72	1000.0	1000.0	1999999	1343.6036	1343.6062	-1333.6675	445.198	3.9954326	1.7857392	117261.16339755058
501	347869.16	11952.348	362610.12	335409.25	345272.28	14062.318	357632.47	306218.03	1000.0	1000.0	2003999	1343.2023	1343.2023	-1333.1808	452.96207	4.002602	1.8116474	117497.09483551979
502	346275.38	9508.674	357425.72	331864.8	351651.75	8514.406	363152.88	338121.5	1000.0	1000.0	2007999	1344.9835	1344.9865	-1334.7888	444.0492	4.0022964	1.8386189	117732.16531348228
503	340645.38	10355.65	351797.78	324768.0	353426.6	4585.3564	357265.44	344125.53	1000.0	1000.0	2011999	1345.9772	1345.9764	-1336.1475	451.70972	3.9964845	1.7544465	117963.02434825897
504	346189.5	3670.5237	351238.03	341999.8	353315.75	6875.6646	361198.5	339862.12	1000.0	1000.0	2015999	1346.796	1346.7965	-1336.5618	447.05148	3.9962308	1.8490474	118194.20987272263
505	334746.94	21834.229	359420.12	311147.06	354019.16	8239.692	364778.1	343141.38	1000.0	1000.0	2019999	1347.8784	1347.8792	-1338.1548	446.67484	3.9982915	1.7207195	118425.2477376461
506	328826.56	21597.459	355685.8	295692.28	350710.44	5604.909	360195.2	338704.25	1000.0	1000.0	2023999	1349.8787	1349.8759	-1340.4113	439.20505	4.0072246	1.6672492	118656.1191418171
507	337865.56	31470.91	361295.56	283730.06	350149.4	10060.187	362224.88	326985.4	1000.0	1000.0	2027999	1351.1238	1351.128	-1341.381	447.35382	4.0019317	1.7302138	118888.69550251961
508	352920.88	4856.063	359071.06	346588.2	344864.88	10982.159	358361.66	316515.12	1000.0	1000.0	2031999	1352.4116	1352.4128	-1342.6915	445.68582	3.9985845	1.7433351	119120.73843407631
509	345593.34	6915.391	353778.0	335720.75	351802.84	5501.0425	363187.72	342467.72	1000.0	1000.0	2035999	1354.0901	1354.0886	-1344.1188	439.36014	4.006054	1.7945946	119354.58642268181
510	333804.62	22286.088	357187.03	298206.12	334773.5	17492.74	358454.0	308633.97	1000.0	1000.0	2039999	1356.051	1356.0493	-1346.4456	434.161	3.99092	1.7284011	119588.42412543297
511	343743.72	14403.818	354590.22	318953.25	355300.8	7105.7812	363299.94	338806.22	1000.0	1000.0	2043999	1358.884	1358.8864	-1348.9912	439.12094	3.9989889	1.7895973	119821.90348696709
512	342493.47	15016.451	359231.84	327021.72	342154.7	23100.768	369609.25	281512.4	1000.0	1000.0	2047999	1359.9304	1359.9312	-1350.656	441.3984	3.9968529	1.622348	120054.20684313774
513	350708.72	8767.707	364251.97	339864.22	359420.12	6309.6895	371847.6	348296.66	1000.0	1000.0	2051999	1360.9562	1360.9531	-1351.0642	438.3156	4.005272	1.7730298	120286.04945135117
514	341004.38	25684.77	358556.34	296928.6	355726.44	5836.701	367069.22	346371.6	1000.0	1000.0	2055999	1361.0697	1361.072	-1351.2003	432.63876	3.9963942	1.7683667	120520.2562084198
515	349475.47	5407.622	356796.84	343888.4	355672.3	5941.091	368735.84	345654.6	1000.0	1000.0	2059999	1362.761	1362.7579	-1353.9375	441.18045	3.9995027	1.5161746	120754.29809451103
516	333493.38	11772.98	352629.34	322172.03	360676.2	4796.732	367663.1	352502.97	1000.0	1000.0	2063999	1364.5778	1364.5771	-1354.8805	443.71594	3.9939945	1.7200984	120986.2063934803
517	352426.62	10259.238	361927.97	337282.12	356819.44	5243.077	363955.03	347950.47	1000.0	1000.0	2067999	1365.5896	1365.5891	-1355.6908	442.42624	4.0100985	1.7805779	121219.92767238617
518	352852.78	1640.7432	354668.84	350818.47	358139.75	5676.774	366055.88	346259.84	1000.0	1000.0	2071999	1366.4298	1366.4286	-1356.8052	438.64664	3.9994316	1.7008026	121452.39463734627
519	349124.94	4581.691	355952.16	343423.3	351650.3	17655.992	366399.7	309440.25	1000.0	1000.0	2075999	1366.8765	1366.8745	-1357.1097	434.04245	3.9983578	1.7276067	121687.24769830704
520	357610.44	7819.899	369854.66	349971.28	341299.3	16440.92	353859.28	305324.5	1000.0	1000.0	2079999	1368.6277	1368.6276	-1359.1765	434.2448	3.9994857	1.6752543	121920.98035740852
521	333900.28	8846.828	347402.06	324118.53	354245.5	15396.351	377556.16	319352.12	1000.0	1000.0	2083999	1370.7435	1370.744	-1361.5359	432.01242	3.998331	1.6098742	122154.13261318207
522	327000.8	27119.799	365291.72	298807.28	353760.03	22367.205	374408.88	303338.34	1000.0	1000.0	2087999	1371.6404	1371.6395	-1362.307	423.16782	4.0014625	1.6345748	122384.73194026947
523	345443.0	27672.184	362533.8	297529.62	360325.7	13485.386	370597.4	320743.53	1000.0	1000.0	2091999	1372.1005	1372.1008	-1362.8087	429.5345	3.9986982	1.6325599	122618.15269732475
524	347138.94	13621.259	360763.72	326678.38	343484.94	17362.488	360009.06	301408.1	1000.0	1000.0	2095999	1373.3074	1373.3058	-1363.7437	430.9453	4.0009418	1.6875647	122849.58332872391
525	349066.75	6647.646	357600.72	339080.25	350966.6	16388.586	368889.12	313403.7	1000.0	1000.0	2099999	1374.4923	1374.4912	-1364.644	438.25653	3.9984326	1.7576783	123081.82651400566
526	337546.8	12945.243	348421.16	315740.94	342043.78	9096.367	357820.94	330502.7	1000.0	1000.0	2103999	1375.7894	1375.7887	-1366.5074	438.61682	3.998444	1.6244534	123315.70128726959
527	344033.78	7146.869	354553.2	335654.03	343501.56	12032.669	369365.34	323081.97	1000.0	1000.0	2107999	1376.2081	1376.2085	-1367.1382	442.35507	4.0010123	1.5728163	123549.83714938164
528	330827.5	19598.453	358262.28	309655.8	360367.44	3795.6765	366481.97	353611.53	1000.0	1000.0	2111999	1377.2511	1377.2502	-1367.8351	442.25406	4.0019536	1.6476454	123782.82693886757
529	340035.44	10605.26	354976.8	327469.16	354576.5	11834.533	368787.66	324541.2	1000.0	1000.0	2115999	1378.6018	1378.601	-1369.053	443.30112	4.003363	1.6846031	124013.5961997509
530	323026.25	43964.18	350437.78	246998.31	342766.4	10768.355	358146.28	327329.25	1000.0	1000.0	2119999	1378.6261	1378.626	-1368.7465	435.95996	3.9984956	1.7646729	124246.48685884476
531	347058.9	7660.0527	356683.66	338908.84	354580.94	10833.319	370303.38	335285.0	1000.0	1000.0	2123999	1379.4286	1379.4293	-1370.4583	429.9161	4.002126	1.5524149	124478.32985830307
532	332600.8	24049.146	355715.0	292613.34	350185.94	3804.4585	355542.12	343600.66	1000.0	1000.0	2127999	1381.5356	1381.5347	-1371.7645	439.65417	4.000886	1.7497342	124710.82085108757
533	352142.88	4718.151	356035.56	344466.47	354019.56	5945.412	362466.03	344729.97	1000.0	1000.0	2131999	1381.9421	1381.9407	-1372.5836	443.3118	3.993478	1.6308997	124942.54182910919
534	350906.75	6547.1885	358779.06	343959.88	344357.78	18263.09	360241.72	298018.12	1000.0	1000.0	2135999	1382.4911	1382.4904	-1372.8601	451.49478	3.9992068	1.7046739	125173.36938500404
535	349105.66	3901.8745	354260.7	343527.97	349893.22	4598.7944	358082.25	343723.34	1000.0	1000.0	2139999	1383.444	1383.4453	-1373.9027	448.82965	4.007592	1.6762807	125406.48978972435
536	348006.2	4772.661	355815.22	343900.0	351989.94	5556.032	357513.22	341820.22	1000.0	1000.0	2143999	1383.6361	1383.6349	-1374.394	446.04413	3.9954336	1.6016294	125641.7038140297
537	338706.06	19966.477	353728.5	304338.16	352068.16	10722.412	366239.3	330179.5	1000.0	1000.0	2147999	1384.3655	1384.3656	-1374.2432	447.3373	3.995177	1.8466221	125874.24606442451
538	347004.66	11863.399	365444.75	332865.34	361100.84	2920.7449	366051.3	355080.28	1000.0	1000.0	2151999	1386.4396	1386.4386	-1376.4056	440.14465	4.0090833	1.8148049	126107.24765706062
539	313082.22	53770.367	355797.75	220835.2	349686.94	9372.732	359466.0	325463.66	1000.0	1000.0	2155999	1388.5391	1388.537	-1378.8263	439.22617	3.9903252	1.7276618	126342.2125442028
540	349128.84	16778.61	360869.3	320281.16	357081.8	6199.7793	371961.62	350314.2	1000.0	1000.0	2159999	1389.7228	1389.7239	-1380.2178	440.86316	4.005787	1.6746714	126573.53160619736
541	352343.4	6076.4443	360170.1	343931.47	354021.0	4986.0645	363419.12	345711.56	1000.0	1000.0	2163999	1388.3322	1388.3301	-1379.2927	436.905	3.9984775	1.5444885	126807.05025935173
542	347971.62	14232.99	361057.16	324436.53	351014.16	15602.144	365605.62	306078.38	1000.0	1000.0	2167999	1389.3984	1389.3986	-1379.4626	429.01144	3.9981177	1.7822294	127040.92524623871
543	349008.5	8790.897	358317.0	335837.25	354974.8	4749.2124	363257.9	347276.88	1000.0	1000.0	2171999	1390.5953	1390.5925	-1381.148	429.3495	4.0012145	1.665987	127273.28471446037
544	352170.1	5279.3076	359324.62	344556.8	353730.3	15209.461	372707.8	328977.03	1000.0	1000.0	2175999	1391.4077	1391.4093	-1382.152	432.1349	4.0074196	1.6106846	127506.73558354378
545	343322.7	5248.3726	349838.72	335182.62	342269.56	19676.2	362270.06	305783.9	1000.0	1000.0	2179999	1391.7817	1391.7812	-1382.5157	430.5595	3.99756	1.6186221	127738.09695887566
546	353522.6	8325.18	363218.53	343836.12	357538.28	2473.1458	362196.75	351773.38	1000.0	1000.0	2183999	1393.4681	1393.4675	-1383.7865	434.4844	3.9949427	1.723175	127969.24188399315
547	346096.7	5900.592	354262.6	340195.62	351570.56	9814.86	366954.25	337620.5	1000.0	1000.0	2187999	1395.4053	1395.4049	-1385.0776	435.1048	4.0032225	1.889188	128203.5766210556
548	347935.28	6348.4766	355323.4	338367.16	352992.78	10026.411	365957.22	336559.4	1000.0	1000.0	2191999	1395.4379	1395.4355	-1386.249	436.84793	3.9973257	1.5774968	128435.24801015854
549	348743.75	10133.015	357292.44	331529.0	349625.22	22296.97	363362.22	284884.7	1000.0	1000.0	2195999	1396.8367	1396.8395	-1387.559	430.47903	4.0004134	1.6280752	128670.08128809929
550	351364.3	6551.979	361552.88	345254.7	356309.47	10617.458	367239.25	331439.6	1000.0	1000.0	2199999	1399.2782	1399.2754	-1389.8279	427.80792	4.0005045	1.6815163	128903.35887336731
551	343353.12	17944.494	359667.22	313338.5	356586.3	8764.224	367209.22	338659.2	1000.0	1000.0	2203999	1401.7587	1401.7576	-1392.9408	428.14502	3.9968	1.5175077	129136.4091887474
552	341030.12	12154.092	351893.06	320418.28	351940.0	17037.412	368237.28	316656.38	1000.0	1000.0	2207999	1402.7261	1402.727	-1392.7217	428.95306	4.0006065	1.8124222	129370.76482844353
553	328516.5	15298.271	350198.75	314084.16	352228.6	18985.75	365002.47	296110.56	1000.0	1000.0	2211999	1404.0927	1404.0911	-1394.8094	423.65753	4.001122	1.6148369	129604.09660100937
554	354653.12	6405.246	362036.28	345457.78	350663.06	12790.592	366908.34	320299.25	1000.0	1000.0	2215999	1404.516	1404.5156	-1394.8727	423.72906	4.00426	1.706177	129837.760140419
555	348098.97	15683.605	360213.3	321194.03	355500.97	13285.46	369425.0	321805.94	1000.0	1000.0	2219999	1404.5685	1404.5691	-1395.1116	420.97714	3.998037	1.6704575	130069.84834051132
556	349508.53	12658.287	359155.4	327887.66	352887.84	17631.404	371146.28	305986.03	1000.0	1000.0	2223999	1405.2712	1405.27	-1396.0187	417.00626	3.9998777	1.611422	130304.09240913391
557	351533.88	6486.4014	356035.9	340328.66	361131.4	10749.187	370162.3	333084.25	1000.0	1000.0	2227999	1406.9861	1406.9851	-1397.4607	428.10468	3.9987822	1.6965833	130538.22633218765
558	352593.88	9675.898	364976.25	340166.8	352709.38	19534.557	371272.22	300097.72	1000.0	1000.0	2231999	1408.9355	1408.9357	-1399.1505	430.6482	4.0052433	1.7535266	130772.02084565163
559	344996.2	14145.06	359858.5	323757.22	349402.8	18644.127	366488.88	305106.94	1000.0	1000.0	2235999	1408.4729	1408.4713	-1399.1089	420.05188	3.9946947	1.641694	131007.5446305275
560	356211.6	5766.9473	364551.2	348374.44	345610.6	20023.117	365116.97	290897.2	1000.0	1000.0	2239999	1410.93	1410.9293	-1401.2909	423.3512	3.995687	1.7252879	131243.63588809967
561	354012.72	9387.203	362859.78	339877.22	361790.44	4221.5073	367950.5	354196.53	1000.0	1000.0	2243999	1411.6691	1411.6674	-1402.75	419.41202	4.0107603	1.5350652	131478.61994314194
562	356029.66	8756.489	365084.1	346238.53	359725.84	5500.4756	367270.2	351944.12	1000.0	1000.0	2247999	1411.5261	1411.528	-1401.3512	419.0182	3.9839654	1.830748	131714.64163565636
563	353745.56	11417.476	368525.34	336432.03	356769.3	8182.6816	368244.8	335761.0	1000.0	1000.0	2251999	1411.8954	1411.8945	-1403.4014	420.75687	4.0046763	1.4271383	131949.80421352386
