Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	Averagemmd_entropy	$\alpha$	Time
556	387491.1	6187.2285	391167.38	376776.06	392663.8	417.70004	393459.56	392101.4	1000.0	1000.0	2223999	1864.7645	1864.7633	-1860.4757	129.29218	2.8859966	1.0596585	127497.1587767601
557	380887.38	17270.889	391302.66	350977.94	393056.9	355.24722	393515.06	392327.03	1000.0	1000.0	2227999	1863.7836	1863.7833	-1859.1854	122.47178	2.876441	1.187598	127728.32668304443
558	364709.0	30456.535	383623.8	312002.88	394634.4	478.57114	395406.66	393879.34	1000.0	1000.0	2231999	1865.0139	1865.0154	-1860.5605	133.75397	2.903751	1.1363109	127960.65073800087
559	392464.06	688.3504	393529.88	391648.16	392760.2	339.58762	393338.22	392222.53	1000.0	1000.0	2235999	1865.7081	1865.7079	-1861.0015	124.983315	2.9121523	1.208829	128191.7563996315
560	314439.1	128659.32	394161.25	91823.516	392579.12	2643.555	394066.0	384772.38	1000.0	1000.0	2239999	1864.2523	1864.252	-1859.5846	131.07835	2.9162896	1.1700342	128425.47129201889
561	382309.88	9858.572	392522.22	369860.03	393674.2	1480.0975	394463.1	389269.66	1000.0	1000.0	2243999	1862.3593	1862.3594	-1857.7157	135.92477	2.9093792	1.1718525	128659.06574344635
562	388829.06	4950.873	392170.66	380273.75	365361.4	82562.836	393659.94	117676.79	1000.0	1000.0	2247999	1862.5586	1862.557	-1857.9248	131.30469	2.9130018	1.1732602	128890.5895037651
563	390137.25	3326.7144	392840.66	384442.44	392432.8	2513.5415	393862.44	384961.5	1000.0	1000.0	2251999	1862.5387	1862.5391	-1857.7877	135.42416	2.985632	1.1873562	129123.22739458084
564	392747.94	1049.7441	394116.03	391575.28	393667.53	342.8053	394056.38	393080.7	1000.0	1000.0	2255999	1864.8959	1864.8955	-1860.171	133.33226	3.0423846	1.1984475	129355.32303476334
565	392678.62	889.9122	394215.94	392064.72	393211.53	450.42914	393532.3	392005.16	1000.0	1000.0	2259999	1866.6638	1866.664	-1862.0312	136.59474	2.9981997	1.1622286	129586.65238690376
566	385019.2	11079.14	391638.66	365834.6	352568.44	77978.086	394266.28	161138.8	1000.0	1000.0	2263999	1867.7164	1867.7148	-1863.0795	132.0011	2.9991488	1.1582979	129819.18532896042
567	357472.28	38658.99	392620.1	298838.1	390562.88	1912.139	391905.66	385345.1	1000.0	1000.0	2267999	1868.016	1868.0171	-1863.4884	131.53113	2.967194	1.1331855	130050.78851366043
568	384068.06	11782.262	391179.56	363665.28	344025.3	87643.09	393591.4	115183.39	1000.0	1000.0	2271999	1868.414	1868.413	-1863.6079	128.7909	2.9715798	1.2315881	130283.57652521133
569	386486.8	11508.022	393168.78	366554.4	393259.6	372.46542	394037.25	392464.94	1000.0	1000.0	2275999	1869.0453	1869.0458	-1864.5002	132.62619	3.0183487	1.1277769	130515.67425966263
570	385812.56	10579.183	392549.38	367525.1	393662.7	437.89514	394426.72	392941.12	1000.0	1000.0	2279999	1870.4629	1870.4635	-1866.4368	136.54816	3.0173423	0.9629652	130747.57738232613
571	383213.06	8655.729	392127.2	371544.62	391953.25	392.06033	392586.22	391369.84	1000.0	1000.0	2283999	1870.0238	1870.0242	-1865.4746	141.4649	2.923175	1.1565855	130978.51685190201
572	392026.3	1641.5377	393738.1	389324.78	394466.56	419.23685	395169.1	393836.75	1000.0	1000.0	2287999	1869.7169	1869.7185	-1865.2058	136.14522	2.945773	1.1470239	131211.7907693386
573	377598.5	15380.032	393532.16	357226.44	392438.9	548.9009	393217.38	391142.3	1000.0	1000.0	2291999	1870.1523	1870.1519	-1865.6681	129.74612	2.9402676	1.1276449	131444.73661756516
574	389609.38	4133.542	393253.44	382616.9	394248.1	245.06978	394739.44	393866.25	1000.0	1000.0	2295999	1870.0269	1870.0271	-1865.7076	130.75194	2.9712799	1.0645913	131675.95140838623
575	391937.62	559.31	392628.34	391145.66	392096.3	426.96732	392732.16	391430.12	1000.0	1000.0	2299999	1870.1685	1870.1688	-1865.9998	128.94807	2.990811	1.0064777	131909.9396262169
576	390642.3	1067.4689	392237.3	389295.0	355966.2	87391.08	392896.88	95562.3	1000.0	1000.0	2303999	1869.6404	1869.6396	-1865.2175	129.43204	2.9638858	1.077851	132145.03800702095
577	383091.66	7454.5386	390579.9	372654.88	392616.06	578.5979	393569.66	391961.03	1000.0	1000.0	2307999	1869.0829	1869.084	-1864.5967	129.80345	2.9671135	1.1137781	132377.51494169235
578	385536.6	11581.053	393576.38	365536.44	393528.25	500.0122	394291.47	392608.28	1000.0	1000.0	2311999	1869.7694	1869.7698	-1865.3898	124.871574	2.9488783	1.1177524	132612.63493704796
579	387782.75	8558.237	393308.22	372977.34	393047.8	531.01715	393821.12	391894.8	1000.0	1000.0	2315999	1869.9012	1869.9015	-1865.3423	122.19575	2.9436593	1.1445752	132848.63089036942
580	321192.4	122997.14	392626.72	108155.66	393231.06	466.21906	393819.94	392161.6	1000.0	1000.0	2319999	1869.3121	1869.3126	-1864.8784	128.90723	2.9534702	1.105421	133082.55731749535
581	392580.28	409.07153	393091.34	391960.72	368383.66	80495.016	395977.06	126901.27	1000.0	1000.0	2323999	1869.1783	1869.1791	-1864.8297	121.82274	2.9533129	1.0856777	133317.42340755463
582	387596.72	3668.9932	391539.03	382972.16	394986.12	597.17993	396130.25	393797.28	1000.0	1000.0	2327999	1869.8481	1869.8477	-1865.2963	125.29549	2.9707372	1.1560969	133552.56488347054
583	392512.75	549.9224	393430.53	391966.7	393846.66	314.14346	394350.38	393351.75	1000.0	1000.0	2331999	1870.0364	1870.0352	-1865.477	130.59421	2.9880414	1.1536816	133788.12175440788
584	355719.7	64433.117	393304.12	244119.31	391371.06	8072.6157	394773.78	367181.38	1000.0	1000.0	2335999	1870.8457	1870.846	-1866.3752	131.52658	2.9795303	1.1345019	134023.2226715088
585	387719.72	8712.301	393412.34	372650.22	392188.2	4378.8467	393977.78	379070.8	1000.0	1000.0	2339999	1871.5841	1871.5846	-1867.2542	134.74832	2.9903646	1.0603791	134260.15463519096
586	389361.47	5537.1333	393475.88	379838.84	395042.12	599.43604	395614.84	393354.84	1000.0	1000.0	2343999	1870.5099	1870.5107	-1866.0474	138.65154	2.9587412	1.1100098	134495.1138882637
587	316616.72	119262.95	394390.88	110826.23	373704.62	35887.35	395785.12	294478.84	1000.0	1000.0	2347999	1869.4126	1869.4105	-1864.8475	141.10788	2.9494	1.1414849	134730.19569063187
588	389269.94	7798.6304	394111.53	375777.75	370056.66	68312.06	395073.7	165568.39	1000.0	1000.0	2351999	1869.6371	1869.6378	-1865.021	144.79778	2.945752	1.1622262	134969.39016270638
589	393044.28	472.0552	393830.66	392611.66	393230.44	527.2837	394402.2	392559.22	1000.0	1000.0	2355999	1869.7637	1869.7631	-1865.2078	146.5254	2.9965131	1.1547116	135205.61154294014
590	373923.06	32048.664	392947.94	318415.9	394457.75	262.68097	394905.3	393981.0	1000.0	1000.0	2359999	1870.4521	1870.4517	-1866.2245	142.70625	2.9876459	1.0326865	135442.9799463749
591	393649.6	451.76175	394185.78	393130.84	393903.16	450.91354	394604.9	393058.4	1000.0	1000.0	2363999	1870.3435	1870.3446	-1865.4928	139.57901	3.0080292	1.239935	135678.79078817368
592	392777.3	913.3976	394203.75	391966.16	394565.88	384.0816	395285.97	393963.44	1000.0	1000.0	2367999	1872.0345	1872.0352	-1867.5083	142.48915	3.0646405	1.133862	135916.65468358994
593	393542.8	1079.4598	395133.94	392282.6	394222.06	491.9631	395354.7	393674.8	1000.0	1000.0	2371999	1874.8864	1874.8855	-1870.6752	139.11281	3.0692096	1.0373987	136154.97675395012
594	391232.06	4738.0913	394484.0	383063.06	394408.56	508.0193	395061.3	393134.94	1000.0	1000.0	2375999	1875.3331	1875.3337	-1870.8177	135.14644	3.0765235	1.12121	136393.7707912922
595	392599.9	886.59357	393850.53	391536.06	390944.8	6403.5723	393502.62	371762.9	1000.0	1000.0	2379999	1877.2828	1877.2816	-1873.2219	133.58382	3.098904	0.9664276	136632.07593369484
596	393037.34	516.4938	393911.97	392653.84	394326.06	351.35495	394837.94	393764.4	1000.0	1000.0	2383999	1878.5519	1878.5524	-1874.0891	129.69916	3.1032262	1.1139272	136870.57036733627
597	392768.6	152.4119	392972.4	392575.1	393087.94	398.43445	393739.25	392487.6	1000.0	1000.0	2387999	1878.7162	1878.7174	-1874.4752	129.25916	3.0601752	1.0568419	137109.72590780258
598	392814.6	178.28929	393115.56	392650.78	392605.38	252.65451	393232.78	392218.25	1000.0	1000.0	2391999	1879.7719	1879.7712	-1875.368	128.14903	3.051914	1.1067393	137349.14633226395
599	392677.12	1006.8068	393990.66	391302.66	393706.2	502.35318	394216.88	392574.5	1000.0	1000.0	2395999	1879.2606	1879.2615	-1874.9341	125.85403	2.9919174	1.077783	137589.5560438633
600	370386.72	26604.123	392779.53	327630.47	391569.84	3332.1404	393799.84	381750.53	1000.0	1000.0	2399999	1878.5824	1878.5833	-1873.9427	124.56122	2.972483	1.1841352	137828.6543161869
601	392624.78	657.4444	393281.4	391772.7	392232.22	4508.8506	394176.53	378720.38	1000.0	1000.0	2403999	1877.5575	1877.5583	-1872.8726	123.87065	2.9947703	1.2028233	138068.8960442543
602	393236.28	888.16406	393867.7	391705.75	391217.44	5250.294	394413.3	377398.94	1000.0	1000.0	2407999	1878.4238	1878.4219	-1874.139	121.54613	3.0128305	1.0656682	138308.10751843452
603	390310.12	5919.7305	394463.2	380103.25	388627.0	8871.81	395300.1	366097.78	1000.0	1000.0	2411999	1878.262	1878.2632	-1873.819	116.730934	3.0324597	1.1310319	138544.96988606453
604	370445.53	23696.826	391966.0	330337.6	392575.94	3685.9453	394663.5	382050.53	1000.0	1000.0	2415999	1879.6395	1879.6382	-1875.3131	117.334625	3.0461187	1.0936375	138780.94110250473
605	390277.38	5021.8	393738.84	381617.06	392408.78	3617.8845	394510.78	381690.84	1000.0	1000.0	2419999	1879.7104	1879.7115	-1875.608	122.31781	3.04458	1.016594	139015.24364089966
606	333117.78	84195.13	394097.12	188188.64	391589.6	4910.8867	394205.6	377735.78	1000.0	1000.0	2423999	1880.6375	1880.637	-1875.9302	128.74506	3.0468996	1.1994671	139250.98707675934
607	394153.8	525.01764	394586.34	393289.84	393903.06	512.223	394643.06	393113.9	1000.0	1000.0	2427999	1880.3423	1880.3419	-1875.9048	129.58057	3.0484889	1.1135695	139485.4712047577
608	393653.25	859.93976	394862.53	392481.94	394316.16	295.16025	394758.72	393946.8	1000.0	1000.0	2431999	1879.8701	1879.8711	-1875.4135	130.14972	3.0590255	1.1132003	139720.32859158516
609	393225.06	454.4347	393885.84	392763.78	393794.2	394.4866	394419.12	393028.66	1000.0	1000.0	2435999	1879.879	1879.8785	-1875.3059	129.55817	3.0595484	1.1627479	139953.08283901215
610	393451.84	624.7987	394458.88	392858.56	341863.3	99633.16	393943.38	78829.734	1000.0	1000.0	2439999	1880.6827	1880.6833	-1876.2264	126.93742	3.024648	1.1172552	140188.44748687744
611	393080.5	643.9529	393759.5	392073.25	387706.8	11721.277	394300.6	355705.4	1000.0	1000.0	2443999	1880.4242	1880.4238	-1876.0764	123.01926	3.0183609	1.083106	140421.67432284355
612	367065.7	46891.457	394871.28	285853.8	394887.12	326.37885	395565.84	394464.47	1000.0	1000.0	2447999	1880.3187	1880.3174	-1875.9615	128.01886	3.0685856	1.0705329	140654.51142930984
613	393912.2	272.25076	394308.03	393575.84	394558.34	425.83072	395301.47	393794.12	1000.0	1000.0	2451999	1879.2262	1879.2257	-1874.5615	130.72302	3.0253785	1.1764809	140887.29058265686
614	366068.78	31354.637	393741.16	317417.25	395186.2	433.27286	395740.44	394271.0	1000.0	1000.0	2455999	1879.4913	1879.4911	-1875.3434	125.615814	3.0696342	1.0269761	141121.4022333622
615	393541.4	494.08316	394155.3	392774.9	393726.2	444.3381	394276.38	393049.72	1000.0	1000.0	2459999	1880.612	1880.612	-1875.9865	127.44135	3.0999155	1.1690867	141358.04971408844
616	359417.34	55698.88	394030.34	263047.44	392761.9	300.3333	393118.28	392201.72	1000.0	1000.0	2463999	1881.4572	1881.4573	-1877.0092	127.291626	3.0611064	1.1201795	141595.32753109932
617	274662.44	122372.375	392742.78	110095.984	338158.9	91566.88	392667.84	80996.74	1000.0	1000.0	2467999	1879.9788	1879.9797	-1875.7277	132.99454	3.0290425	1.037385	141836.3791949749
618	375702.66	17539.113	391303.84	348392.3	370009.34	70607.76	394804.88	158203.33	1000.0	1000.0	2471999	1877.7931	1877.7935	-1873.0852	136.47752	3.0175805	1.198251	142078.41007733345
619	387752.25	7678.906	393357.28	374529.72	355395.03	44838.613	393496.44	244586.7	1000.0	1000.0	2475999	1878.0885	1878.0875	-1873.4337	141.03044	3.0505574	1.1716539	142320.5404689312
620	318848.8	74208.49	392611.06	231557.19	385446.03	12500.652	394340.03	362152.38	1000.0	1000.0	2479999	1875.6855	1875.6833	-1871.3115	151.86182	3.069965	1.0738078	142562.06102967262
621	393496.22	414.96994	394164.5	393037.97	394785.44	462.96216	395314.72	393722.22	1000.0	1000.0	2483999	1874.8328	1874.8309	-1870.4817	156.23732	3.058054	1.069739	142807.36120462418
622	384641.28	15428.109	393827.53	357922.9	393921.06	323.26352	394600.22	393455.47	1000.0	1000.0	2487999	1873.3538	1873.3529	-1868.5591	162.36829	3.0362802	1.1984544	143049.49100971222
623	391469.75	2700.8425	393417.0	386811.06	392216.78	374.2701	392818.2	391575.44	1000.0	1000.0	2491999	1872.9578	1872.9573	-1868.5074	160.84068	3.028795	1.0990845	143291.89827895164
624	387512.7	6992.456	393056.0	375513.44	393625.34	633.33466	394936.1	392834.3	1000.0	1000.0	2495999	1871.5117	1871.5125	-1866.6002	159.21965	3.009451	1.2515389	143537.54763555527
625	389586.53	7348.118	394204.78	376880.22	391558.34	4666.757	395080.2	380852.72	1000.0	1000.0	2499999	1872.0284	1872.0275	-1867.3176	158.21597	3.0506153	1.1714944	143779.99970650673
626	388795.03	7310.5537	394133.38	376358.7	393338.3	221.77998	393644.97	392887.75	1000.0	1000.0	2503999	1871.9702	1871.9705	-1867.5205	159.99165	3.0787296	1.080761	144020.24616360664
627	393969.2	225.21031	394282.97	393648.38	395496.38	429.20023	396169.2	394779.72	1000.0	1000.0	2507999	1872.6721	1872.6714	-1868.0397	157.36244	3.0661316	1.1844171	144253.55718803406
628	379978.44	15262.062	395234.56	363198.0	390996.75	9105.219	396164.22	370384.6	1000.0	1000.0	2511999	1874.8909	1874.8898	-1870.4926	162.2769	3.1266646	1.0697052	144484.29621696472
629	393915.66	1193.2048	395609.7	392431.12	395492.7	385.3837	396119.44	394821.16	1000.0	1000.0	2515999	1875.6776	1875.6776	-1871.218	159.94966	3.1527147	1.1005706	144714.8808710575
630	394317.16	723.7104	395279.5	393239.88	393209.97	4650.5454	395595.47	379341.84	1000.0	1000.0	2519999	1877.7362	1877.735	-1873.2705	156.01685	3.1472359	1.0926597	144944.67543816566
631	394521.97	119.50109	394718.1	394398.62	366811.3	34842.332	394921.16	281324.3	1000.0	1000.0	2523999	1877.1443	1877.1442	-1872.6553	152.36871	3.0921195	1.1063598	145175.31646323204
632	393749.78	1269.4824	394948.72	391881.47	394516.16	372.03812	395035.62	393714.03	1000.0	1000.0	2527999	1877.0769	1877.0778	-1872.555	163.22282	3.0300872	1.1167985	145406.2403023243
633	389873.4	7970.5957	395381.22	376104.22	392631.9	4383.991	395345.94	382140.72	1000.0	1000.0	2531999	1876.7937	1876.7935	-1872.3394	160.10013	3.0567374	1.1331513	145636.86307120323
634	392957.25	3485.86	395104.62	386921.97	395216.62	576.5927	395838.3	394026.1	1000.0	1000.0	2535999	1877.567	1877.5674	-1873.2887	158.46295	3.0529668	1.0565596	145868.1024286747
635	394415.44	436.469	394969.03	393784.03	379974.9	38001.58	396711.5	267111.4	1000.0	1000.0	2539999	1877.9073	1877.9089	-1873.5785	152.49298	3.0251338	1.0949105	146100.80245947838
636	393058.03	4100.499	396089.97	386011.2	387281.88	20323.06	396411.28	329059.7	1000.0	1000.0	2543999	1879.4171	1879.4165	-1874.8035	153.78537	3.057869	1.172994	146330.4523639679
637	327732.12	116188.164	395736.06	126493.36	356588.3	69254.516	394433.53	181951.53	1000.0	1000.0	2547999	1879.0621	1879.0627	-1874.7592	149.4605	3.0593047	1.0491014	146560.79246497154
638	383250.0	19530.812	395284.2	349433.12	384688.4	23844.21	396846.53	316738.44	1000.0	1000.0	2551999	1877.4136	1877.4135	-1872.9619	148.91338	3.0431905	1.0995588	146792.63815832138
639	395321.88	423.6179	395966.9	394793.8	393252.6	5943.441	396090.75	375469.2	1000.0	1000.0	2555999	1876.8691	1876.868	-1872.2589	148.2893	3.070318	1.1640656	147024.52954268456
640	389435.1	9608.345	395855.66	372826.62	393312.06	6153.5894	397721.72	379873.34	1000.0	1000.0	2559999	1876.876	1876.8762	-1872.368	146.944	3.0458496	1.1308337	147253.48985671997
641	321624.16	127065.32	396371.0	101548.73	394112.5	3426.862	396097.9	383971.6	1000.0	1000.0	2563999	1876.6733	1876.6726	-1871.9381	148.28287	3.0793705	1.1916771	147485.32696151733
642	394263.94	498.71613	395033.03	393750.12	395420.06	471.48074	396296.06	394694.62	1000.0	1000.0	2567999	1876.332	1876.331	-1871.7712	149.10838	3.0696619	1.1166677	147712.26464247704
643	393667.75	650.73865	394770.78	393120.16	394869.3	286.30392	395251.94	394312.62	1000.0	1000.0	2571999	1876.4078	1876.4073	-1871.7357	150.84767	3.1215217	1.1594031	147940.06085014343
644	394190.1	627.5566	395061.88	393462.7	394723.7	268.26755	395235.5	394272.75	1000.0	1000.0	2575999	1877.8407	1877.84	-1873.544	153.7472	3.0960765	1.0502354	148170.820417881
645	386119.66	14315.874	394821.03	361336.62	387944.9	19576.342	395467.66	329231.88	1000.0	1000.0	2579999	1877.0535	1877.054	-1872.336	154.29803	3.0658398	1.1945952	148400.44794797897
646	372673.9	21615.637	393950.28	344901.47	394009.2	369.51587	394549.25	393416.4	1000.0	1000.0	2583999	1875.6176	1875.6157	-1871.1188	159.16617	3.0467982	1.0871226	148630.36772608757
647	393726.78	462.7108	394332.75	393100.5	392264.72	7976.503	395594.75	368364.28	1000.0	1000.0	2587999	1874.4557	1874.456	-1869.9847	159.65973	3.076029	1.0917825	148859.2921731472
648	393180.6	551.3854	393629.84	392252.22	393706.4	270.21228	394355.47	393290.7	1000.0	1000.0	2591999	1874.0205	1874.0203	-1869.6315	157.14189	3.088966	1.0523196	149090.19589447975
649	391022.0	3274.1257	392960.47	385351.6	394830.44	313.07077	395381.44	394291.06	1000.0	1000.0	2595999	1874.9054	1874.9049	-1870.4095	150.30275	3.095504	1.1071315	149324.48547816277
650	389584.56	8112.508	394615.44	375542.5	385656.0	20030.592	394961.0	329358.3	1000.0	1000.0	2599999	1873.7975	1873.7966	-1869.2246	150.21687	3.0738354	1.1380587	149558.30033802986
651	384907.2	16529.752	394711.8	356278.28	374114.38	62160.043	395323.84	187637.05	1000.0	1000.0	2603999	1873.9149	1873.915	-1869.2273	151.02097	3.0990148	1.1480198	149794.52403330803
652	393872.8	334.98422	394365.75	393454.47	395068.44	179.13448	395330.62	394772.72	1000.0	1000.0	2607999	1876.3331	1876.3326	-1871.972	147.99854	3.0812593	1.0646675	150031.05428123474
653	394282.56	757.6559	395109.62	393260.72	393969.97	365.46536	394508.7	393245.44	1000.0	1000.0	2611999	1875.9978	1875.9978	-1871.1179	149.32098	3.0748088	1.2307996	150268.42357230186
654	389679.62	6941.415	394304.75	377714.16	394878.8	502.73294	395594.44	393864.9	1000.0	1000.0	2615999	1877.8296	1877.8291	-1873.4952	146.075	3.0858605	1.0627092	150506.78415966034
655	322652.66	102450.086	394503.8	147024.58	390903.28	9252.739	395987.22	370750.12	1000.0	1000.0	2619999	1878.4453	1878.444	-1873.6879	147.8538	3.0809453	1.1817408	150745.03021383286
656	350774.88	67933.445	394662.56	233510.53	363469.8	92356.81	394666.6	86400.23	1000.0	1000.0	2623999	1875.0292	1875.0293	-1870.6995	158.19489	3.041733	1.0185591	150981.8838877678
657	322189.84	124642.64	394736.0	106303.64	391990.28	6082.389	394993.56	376063.22	1000.0	1000.0	2627999	1872.5771	1872.5763	-1867.7107	163.95616	3.0528388	1.192574	151218.825527668
658	394370.62	439.6969	395036.03	393907.88	393749.94	379.713	394207.22	392928.2	1000.0	1000.0	2631999	1871.6539	1871.6519	-1866.8073	168.80072	3.0826905	1.1943407	151454.4265613556
659	393070.66	332.6238	393619.88	392726.72	394626.75	198.93765	395081.6	394390.16	1000.0	1000.0	2635999	1869.9486	1869.9469	-1865.572	168.06705	3.0919673	1.0278064	151688.8031039238
660	369137.84	35449.75	393802.03	308418.8	393983.44	291.1792	394450.03	393531.3	1000.0	1000.0	2639999	1869.7957	1869.7949	-1865.0485	177.75734	3.0960548	1.1578667	151920.36815452576
661	391529.28	2198.299	393325.72	387854.16	362466.47	86274.93	394227.6	104391.84	1000.0	1000.0	2643999	1870.7731	1870.7717	-1866.2465	173.89665	3.1032698	1.0905119	152153.59938645363
662	391452.44	4332.2876	394646.8	383998.78	392422.44	1849.1448	393940.38	387105.84	1000.0	1000.0	2647999	1871.2373	1871.2357	-1867.0657	171.57278	3.101478	0.98192096	152387.61466550827
663	392786.2	913.0204	394109.66	391541.8	392284.44	855.3342	393484.72	390433.7	1000.0	1000.0	2651999	1871.3322	1871.3323	-1866.5408	175.27185	3.0366344	1.1652377	152619.43861937523
664	391685.44	316.73938	392202.1	391375.9	389363.06	11494.186	393932.9	354921.44	1000.0	1000.0	2655999	1868.5465	1868.5472	-1864.1348	180.46756	2.9907598	1.0788009	152851.49384570122
665	392267.4	421.59753	392984.88	391918.34	392004.75	5078.0913	394280.5	376803.3	1000.0	1000.0	2659999	1869.6531	1869.654	-1864.9808	175.25166	2.9992955	1.1455884	153083.54241728783
666	389964.03	4833.4746	394010.38	381809.38	394851.16	313.638	395314.94	394312.78	1000.0	1000.0	2663999	1868.5583	1868.5582	-1863.6017	174.93361	3.0300567	1.2537153	153315.11374258995
667	393415.38	1018.5869	394617.66	391823.84	393230.84	3752.6584	394905.66	381999.97	1000.0	1000.0	2667999	1869.1492	1869.1489	-1864.4515	172.91516	3.0768228	1.1356059	153545.24173545837
668	393260.47	286.9409	393670.53	392875.25	393955.06	343.47015	394551.9	393473.66	1000.0	1000.0	2671999	1867.4883	1867.487	-1863.2418	163.47969	3.0313303	1.0050042	153777.62594223022
669	393400.12	708.18744	394086.84	392373.5	394577.34	284.49936	395082.9	394188.16	1000.0	1000.0	2675999	1866.7802	1866.7797	-1861.7421	167.78635	2.979444	1.263586	154010.4184331894
670	365370.94	23613.945	394099.0	332797.78	381448.9	40981.48	395642.8	258506.25	1000.0	1000.0	2679999	1865.1333	1865.132	-1860.5557	169.69415	2.9954693	1.1213518	154241.65425014496
671	391101.5	4848.82	394095.97	382712.75	394553.34	480.749	395255.44	393371.88	1000.0	1000.0	2683999	1864.3909	1864.3915	-1859.3232	172.24252	3.0088322	1.2898183	154474.67287945747
672	389319.94	6650.882	394439.03	377888.53	395152.0	208.58559	395501.78	394798.0	1000.0	1000.0	2687999	1865.2404	1865.2413	-1860.5962	175.73888	3.036338	1.148209	154705.45026230812
673	394003.38	540.8385	394784.72	393357.5	394679.53	579.85236	395034.28	392996.9	1000.0	1000.0	2691999	1866.8267	1866.8267	-1862.135	172.51566	3.0330474	1.1580257	154937.82316756248
674	380728.12	17732.33	394041.44	350778.88	394470.78	348.94412	395059.78	393743.78	1000.0	1000.0	2695999	1866.6986	1866.6978	-1862.1315	169.6106	3.0450747	1.1261475	155168.8973994255
675	394270.88	333.94208	394677.72	393783.56	394966.3	231.90616	395382.97	394569.62	1000.0	1000.0	2699999	1866.9083	1866.9073	-1862.7709	168.69951	3.0480418	0.9755921	155400.13329172134
676	393456.28	927.37354	394240.88	391876.06	394489.44	263.84335	394941.62	394200.7	1000.0	1000.0	2703999	1868.433	1868.4349	-1864.0116	170.73637	3.0506265	1.085458	155630.79738521576
677	393795.38	411.9725	394387.4	393265.44	394046.9	199.76315	394358.34	393667.56	1000.0	1000.0	2707999	1868.1858	1868.1858	-1863.6238	165.76169	3.047626	1.1242371	155862.2500422001
678	393864.2	847.2533	394871.0	392691.34	393266.62	575.3056	394281.6	392308.75	1000.0	1000.0	2711999	1870.6364	1870.6366	-1866.3726	164.73657	3.0875416	1.0204009	156094.50738978386
679	393041.5	508.77267	393727.38	392549.34	394517.75	431.74957	395236.12	393893.28	1000.0	1000.0	2715999	1871.4423	1871.443	-1866.718	160.88681	3.0532916	1.1901702	156326.68679594994
680	393816.66	335.29343	394376.6	393490.97	367550.94	66841.26	394995.84	170468.34	1000.0	1000.0	2719999	1873.2313	1873.2317	-1868.7507	157.40596	3.05919	1.115996	156559.10220122337
681	366686.53	42990.785	394175.1	292432.62	392738.22	5429.0312	395392.12	376614.4	1000.0	1000.0	2723999	1875.1761	1875.1757	-1871.034	153.0448	3.0556238	1.0079924	156790.83728384972
682	375068.75	31726.887	393837.2	320118.5	381335.78	37151.266	395010.28	270068.56	1000.0	1000.0	2727999	1873.2357	1873.237	-1868.5548	153.06114	3.057605	1.1659495	157023.59598183632
683	369048.44	36307.965	393737.47	306452.2	393034.53	290.81918	393482.0	392469.4	1000.0	1000.0	2731999	1872.9138	1872.9138	-1868.5442	160.28577	3.0561163	1.0582741	157257.29057741165
684	393649.12	681.1237	394587.47	392823.28	393666.6	266.51447	394333.28	393343.78	1000.0	1000.0	2735999	1871.6598	1871.6592	-1867.0332	164.84673	3.0202568	1.127094	157489.619481802
685	393710.0	273.51556	393982.25	393257.78	392378.78	3082.821	393781.88	383187.75	1000.0	1000.0	2739999	1872.4628	1872.4618	-1867.8962	168.2155	2.9986136	1.1325154	157721.5729048252
686	393149.75	720.76904	394025.4	392236.1	393300.2	434.5111	394098.34	392454.88	1000.0	1000.0	2743999	1871.2662	1871.2656	-1866.752	161.73111	2.9811857	1.1200114	157951.661195755
687	385402.12	8667.426	393704.47	372022.56	393960.06	504.1164	394616.34	392818.06	1000.0	1000.0	2747999	1869.4181	1869.4186	-1864.9146	165.09709	2.9446807	1.1010532	158182.97864103317
688	393513.84	739.84607	394313.5	392337.38	389810.7	12482.515	394300.06	352375.97	1000.0	1000.0	2751999	1868.4403	1868.4408	-1863.7288	160.11435	2.9889047	1.1589038	158417.00487160683
689	342229.0	87510.555	393254.9	190658.78	389529.2	9001.564	394726.9	365128.3	1000.0	1000.0	2755999	1867.2522	1867.2535	-1862.6688	163.23401	2.9825096	1.1232463	158651.8693408966
690	393613.28	102.315	393790.2	393545.6	372842.5	49010.113	395004.0	232159.9	1000.0	1000.0	2759999	1865.8125	1865.8125	-1861.2617	167.32666	3.0271163	1.1003186	158889.47815823555
691	349279.12	77564.12	395193.8	214939.52	394919.0	459.80936	395520.3	393918.2	1000.0	1000.0	2763999	1865.9381	1865.9386	-1861.292	164.82864	3.0916855	1.1218094	159125.83564329147
692	393616.94	656.4678	394329.66	392552.4	394175.94	285.04846	394631.53	393772.0	1000.0	1000.0	2767999	1865.885	1865.8822	-1861.3263	169.6154	3.070237	1.0690324	159363.26792550087
693	393918.38	505.3623	394692.53	393275.44	393844.8	387.50662	394469.22	393329.06	1000.0	1000.0	2771999	1865.7262	1865.7252	-1860.711	169.48315	3.0363288	1.2474968	159600.2851626873
694	393427.16	271.79	393897.25	393247.34	394507.7	347.46048	395076.84	393844.28	1000.0	1000.0	2775999	1865.2805	1865.2789	-1860.98	173.51065	2.9848013	1.0009313	159838.33817219734
