Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	Averagemmd_entropy	$\alpha$	Time
279	342101.16	9752.221	351561.72	327481.22	352120.0	15345.141	369902.12	322811.03	1000.0	1000.0	1115999	1359.237	1359.2365	-1353.4282	400.92804	4.003534	1.3244634	62808.80959701538
280	350849.94	30074.354	375939.72	299833.66	354196.34	11431.085	376029.88	336723.72	1000.0	1000.0	1119999	1363.5298	1363.5278	-1357.3595	401.66556	3.9887486	1.4295812	63041.13525342941
281	347301.38	3255.861	351487.9	342708.2	351368.7	12751.763	372511.84	335021.44	1000.0	1000.0	1123999	1367.8368	1367.8336	-1361.9165	394.43912	4.006614	1.352319	63272.2525408268
282	351933.25	10121.988	369165.0	343244.0	357217.94	13153.269	373868.72	337345.88	1000.0	1000.0	1127999	1370.7678	1370.7667	-1364.8	387.25256	4.002257	1.3584543	63503.907079696655
283	347236.3	9015.039	360285.9	338840.9	372962.44	6091.4155	381470.56	364217.84	1000.0	1000.0	1131999	1377.0161	1377.013	-1370.5148	407.4191	3.9969053	1.5169175	63737.24976348877
284	360669.28	15553.472	380416.3	337244.12	363922.8	21129.717	380135.84	303728.12	1000.0	1000.0	1135999	1380.6368	1380.634	-1374.4062	409.12976	4.0000696	1.4357479	63969.92889904976
285	354356.72	10832.496	371814.97	342800.2	359086.78	24541.135	373961.47	289086.34	1000.0	1000.0	1139999	1385.5442	1385.5438	-1379.1112	414.37073	3.9998264	1.461541	64199.87350511551
286	338837.03	53486.656	371664.97	246246.67	367299.75	7972.181	382250.03	351428.56	1000.0	1000.0	1143999	1389.2256	1389.2224	-1382.7982	414.31616	4.0078583	1.4741664	64430.539529562
287	356272.97	17137.637	381198.94	332833.28	352118.7	17062.562	372024.56	317625.84	1000.0	1000.0	1147999	1395.0607	1395.0596	-1388.715	408.82108	3.9932036	1.4681036	64661.216500759125
288	364349.2	11037.152	380323.56	350794.22	366585.56	12274.017	380870.25	341741.3	1000.0	1000.0	1151999	1399.4321	1399.4291	-1392.803	417.06375	3.9961553	1.5288217	64893.54384446144
289	369327.3	8819.322	378886.75	355644.8	376844.5	9576.805	386803.7	359204.7	1000.0	1000.0	1155999	1404.2048	1404.2018	-1397.8606	420.68323	4.0056033	1.4569278	65126.14864063263
290	363932.75	12149.279	374345.12	344075.78	356430.4	16342.855	377065.38	330722.6	1000.0	1000.0	1159999	1408.748	1408.7456	-1402.4265	431.64386	3.9998894	1.4425724	65356.26584601402
291	361395.7	11898.573	381978.25	353757.97	361447.5	12891.423	375725.84	330232.84	1000.0	1000.0	1163999	1414.6693	1414.6663	-1408.4099	435.80692	3.9997993	1.4364772	65587.78106236458
292	358600.25	8948.163	367510.06	345437.0	364324.56	9563.872	378992.84	346729.75	1000.0	1000.0	1167999	1418.064	1418.0598	-1411.4155	446.75543	3.9990463	1.5202237	65817.07151198387
293	360450.0	19085.016	383539.3	335100.9	373970.5	5444.2886	380436.47	364192.4	1000.0	1000.0	1171999	1422.4022	1422.4	-1415.872	451.33047	4.0000796	1.498912	66048.49863672256
294	345053.75	47748.78	375944.4	262456.88	376145.7	5971.6265	384351.84	362956.72	1000.0	1000.0	1175999	1427.622	1427.6189	-1420.9745	461.23837	4.00098	1.521566	66279.36721396446
295	358817.5	22269.732	373446.72	320291.9	368042.53	17563.363	382481.72	322639.97	1000.0	1000.0	1179999	1433.4125	1433.4088	-1426.9235	470.548	4.0005074	1.4927312	66510.64036607742
296	361728.1	28344.916	382967.97	313375.56	376732.75	5367.339	382342.4	365050.28	1000.0	1000.0	1183999	1436.8212	1436.8173	-1430.2329	472.44803	3.9965756	1.4838902	66738.5804681778
297	376158.12	7659.8135	384534.8	366927.25	383127.94	4126.6133	386183.25	371154.53	1000.0	1000.0	1187999	1440.326	1440.3225	-1433.7595	472.2228	4.0007386	1.4649458	66970.39828252792
298	371742.44	8003.5635	383982.34	361702.97	367123.7	9659.935	379063.88	348702.78	1000.0	1000.0	1191999	1444.0016	1443.9968	-1437.6025	476.04318	4.0040116	1.447326	67202.59887647629
299	368609.2	13426.082	383497.78	350095.28	368982.25	9624.554	380792.0	355404.47	1000.0	1000.0	1195999	1449.7408	1449.7367	-1442.9165	482.07205	3.993982	1.5423757	67433.53063368797
300	373013.5	7507.281	382932.53	361780.84	384163.3	6164.8726	389147.38	372372.44	1000.0	1000.0	1199999	1453.9604	1453.9583	-1447.2417	491.41812	4.005849	1.5403874	67662.96488809586
301	369773.94	13474.414	384421.06	348630.6	378260.28	9968.742	386812.88	354501.56	1000.0	1000.0	1203999	1458.8894	1458.8853	-1451.9912	495.86273	3.9917228	1.5814162	67892.94443368912
302	375047.53	4036.8115	379953.9	369999.62	384897.94	4474.2446	387916.66	372784.16	1000.0	1000.0	1207999	1464.014	1464.0117	-1457.3475	499.99988	4.0074344	1.513718	68124.73882436752
303	371051.4	9992.655	384902.47	357556.84	382521.97	4638.9126	386599.06	375441.62	1000.0	1000.0	1211999	1469.4133	1469.4073	-1462.3195	499.10608	3.9942267	1.6177396	68355.21610355377
304	376583.75	12950.949	387421.94	354454.66	372202.7	13244.921	384901.0	341060.1	1000.0	1000.0	1215999	1473.8141	1473.8112	-1467.1913	504.76013	4.001539	1.5113963	68587.74654865265
305	373383.28	5510.7393	382685.62	368756.28	381159.44	6143.851	388241.94	370586.12	1000.0	1000.0	1219999	1478.7236	1478.7214	-1471.2833	502.47214	3.9999013	1.7248675	68819.1327662468
306	373246.16	4461.4917	376115.8	365530.66	381573.84	5807.981	386125.3	366669.66	1000.0	1000.0	1223999	1483.1771	1483.1741	-1476.3965	498.42892	4.0024877	1.5405641	69053.56988763809
307	374311.7	8153.8906	383490.9	361188.22	380156.3	4566.6504	384059.44	368532.16	1000.0	1000.0	1227999	1487.9274	1487.9202	-1480.8077	501.33365	4.000034	1.6446202	69289.17822813988
308	377254.16	4539.0737	384933.72	373293.03	379272.06	4041.2576	382319.94	369660.25	1000.0	1000.0	1231999	1493.2858	1493.2816	-1486.4146	509.14975	3.9963906	1.575689	69526.6132171154
309	377774.3	6214.0645	385124.62	368432.06	385621.53	3147.3745	387927.56	377236.88	1000.0	1000.0	1235999	1500.792	1500.789	-1493.6981	513.5764	3.9987426	1.6667923	69765.91355991364
310	385345.56	1400.6729	386727.72	383063.56	383588.0	2080.2502	384968.47	379192.12	1000.0	1000.0	1239999	1507.8492	1507.8474	-1500.9205	518.60004	4.0076394	1.6155913	70005.4313261509
311	381036.88	3341.5789	384870.06	375671.25	383772.25	6077.8584	388030.6	370517.6	1000.0	1000.0	1243999	1513.0062	1513.0017	-1506.1139	517.94476	3.9954967	1.5939853	70244.34961152077
312	372884.88	12712.199	384075.94	352039.84	381326.9	8723.342	385880.62	355808.47	1000.0	1000.0	1247999	1518.0908	1518.0867	-1511.1622	516.7291	4.0076656	1.6117717	70484.3583536148
313	379663.75	9505.957	385835.12	363228.7	386610.44	608.50854	387594.4	385406.84	1000.0	1000.0	1251999	1523.1906	1523.1864	-1516.2328	512.6634	3.9929576	1.6253425	70724.5561504364
314	374518.34	3873.5718	380026.56	369290.88	384094.72	5555.8975	388269.94	373256.28	1000.0	1000.0	1255999	1529.5084	1529.5043	-1522.2893	515.1204	3.9964385	1.7092949	70964.11750769615
315	377480.62	5718.723	384790.53	369332.94	367776.12	6868.5464	373682.88	349723.53	1000.0	1000.0	1259999	1536.0948	1536.093	-1529.042	504.9225	4.0010567	1.6552155	71204.42210316658
316	376978.7	9663.092	387938.66	364095.03	387989.12	525.1578	388678.25	386858.84	1000.0	1000.0	1263999	1539.8533	1539.8503	-1532.6918	517.0147	3.9995012	1.677527	71444.2924079895
317	378676.22	8507.505	386670.4	366406.56	373853.2	5359.1763	381939.72	364653.28	1000.0	1000.0	1267999	1544.9801	1544.9772	-1537.7018	516.8017	4.004476	1.7211655	71681.50576281548
318	380492.25	4463.7285	385325.75	375951.2	382270.94	2016.5537	383950.2	377375.25	1000.0	1000.0	1271999	1550.3905	1550.3864	-1543.4562	517.5311	3.9962018	1.6336231	71917.79671263695
319	384220.28	4388.6006	388732.9	377748.84	384304.47	8253.48	389278.97	361169.78	1000.0	1000.0	1275999	1555.2346	1555.2328	-1548.5286	517.7263	4.0057125	1.5729493	72153.28377270699
320	384849.97	759.3121	385563.5	383584.44	380949.7	4629.304	385515.7	370527.06	1000.0	1000.0	1279999	1560.4939	1560.4928	-1553.5358	515.273	3.9932997	1.6505448	72388.27583861351
321	372072.2	2968.4958	375192.97	367625.56	376372.1	6050.7344	386174.38	368431.0	1000.0	1000.0	1283999	1564.1602	1564.1581	-1557.2722	509.8408	4.003827	1.6141707	72623.12282657623
322	385251.88	1442.6699	386277.56	382780.5	381891.78	4615.244	387102.72	374309.8	1000.0	1000.0	1287999	1569.1528	1569.152	-1562.2023	502.7429	4.001651	1.6393259	72855.38447403908
323	380413.5	3716.111	385415.2	376562.8	380291.53	1778.2136	381905.6	375185.84	1000.0	1000.0	1291999	1572.8701	1572.8691	-1566.0605	488.32367	3.997661	1.6024	73088.59747433662
324	376602.7	9498.1	382988.72	360185.34	379970.56	3613.229	382854.28	372221.7	1000.0	1000.0	1295999	1577.6967	1577.6976	-1570.5243	490.21307	4.0025578	1.7243558	73321.71712446213
325	374796.75	10589.294	385532.75	361066.38	384950.12	599.1467	386494.44	384246.9	1000.0	1000.0	1299999	1581.4077	1581.4075	-1574.5487	494.86237	3.9989526	1.6090212	73553.1952457428
326	384852.66	1543.6051	386493.72	383226.6	383816.16	2116.0474	385715.03	377868.84	1000.0	1000.0	1303999	1584.5454	1584.5448	-1577.3995	487.83603	3.9999032	1.6772774	73783.29234147072
327	384074.88	1280.5878	385391.97	382371.62	383498.34	4667.212	386108.44	370569.22	1000.0	1000.0	1307999	1590.2408	1590.2417	-1583.5068	486.3181	3.9985383	1.613417	74015.12641620636
328	374884.62	5613.7705	382523.75	368065.2	385341.1	3081.3467	387104.75	376232.5	1000.0	1000.0	1311999	1594.9865	1594.985	-1587.9023	479.4988	3.9998863	1.699933	74248.59828782082
329	381983.34	2491.153	384357.44	377802.72	380055.66	1541.5222	381577.0	375707.0	1000.0	1000.0	1315999	1600.9203	1600.9213	-1594.025	478.91537	4.001564	1.665321	74481.91117429733
330	385098.88	2543.8713	387646.28	380860.3	384465.6	1892.6107	385883.62	379297.38	1000.0	1000.0	1319999	1607.4263	1607.4249	-1600.6627	477.6009	3.9979322	1.6273692	74712.74249100685
331	381614.66	6862.6113	386303.62	369784.56	381447.1	5213.135	386126.25	369338.94	1000.0	1000.0	1323999	1610.6482	1610.6473	-1603.9962	469.61798	3.9954145	1.5659878	74943.83912467957
332	384201.0	2665.2244	387997.47	380669.47	386371.97	4680.964	388626.4	372396.16	1000.0	1000.0	1327999	1613.1431	1613.1456	-1606.4456	460.1759	4.000855	1.6002604	75175.48088860512
333	379089.88	6201.3096	386210.34	369181.84	387719.88	2713.752	389208.66	379677.88	1000.0	1000.0	1331999	1618.4773	1618.476	-1611.77	442.6151	4.0023723	1.6188072	75408.74576425552
334	383595.94	1761.8083	386245.56	381687.44	383857.97	3549.8162	386871.72	375978.5	1000.0	1000.0	1335999	1623.7051	1623.7051	-1617.175	442.34412	3.9995346	1.5752757	75641.565731287
335	384805.2	3264.1465	388988.62	380159.2	383044.56	3528.888	385583.12	373630.0	1000.0	1000.0	1339999	1626.8794	1626.8801	-1620.343	428.70007	3.9997995	1.5738957	75875.52671670914
336	383796.25	2392.527	387050.2	381031.7	381857.6	7505.4243	389192.25	369511.62	1000.0	1000.0	1343999	1631.0779	1631.0767	-1624.3958	425.52832	3.9948506	1.6282104	76107.49351930618
337	383808.44	6616.7573	388940.3	372482.25	379803.72	4465.058	385171.62	370885.25	1000.0	1000.0	1347999	1636.1158	1636.1178	-1629.4117	430.7876	4.0067296	1.6163138	76341.1610314846
338	384741.84	3982.482	388851.66	378588.12	387178.56	3235.1243	389239.0	378116.22	1000.0	1000.0	1351999	1640.5519	1640.5519	-1633.77	429.27975	4.003176	1.6437664	76575.80497074127
339	386338.56	963.7547	387449.47	385071.5	381344.8	3967.6367	383615.7	369662.9	1000.0	1000.0	1355999	1643.454	1643.4562	-1637.0663	420.67767	3.992283	1.5321738	76808.90633869171
340	379585.44	3712.021	383345.16	375194.88	386345.34	3564.3196	389346.84	379326.28	1000.0	1000.0	1359999	1646.5634	1646.5634	-1640.12	410.96387	4.000016	1.5342212	77039.91253733635
341	384059.94	4303.125	386973.47	376659.88	385913.3	2656.4944	388368.1	380740.66	1000.0	1000.0	1363999	1648.5853	1648.5841	-1642.4117	412.7322	4.004407	1.4792429	77272.98027992249
342	344595.94	56582.965	386621.12	248167.05	387479.72	5114.925	391389.8	377701.9	1000.0	1000.0	1367999	1651.3137	1651.3124	-1645.0332	405.69238	3.9958375	1.5150135	77505.62293863297
343	386039.97	2013.3308	387885.38	382856.94	387671.44	381.81674	388230.25	386853.56	1000.0	1000.0	1371999	1653.6133	1653.6139	-1647.5354	402.29736	3.9995513	1.4477102	77739.47027993202
344	384576.56	6475.295	390874.84	374001.84	379540.34	5528.04	383222.75	364176.03	1000.0	1000.0	1375999	1656.4023	1656.4026	-1650.3302	389.2986	4.0061984	1.458249	77970.89082813263
345	386148.94	829.3424	387173.75	385048.72	388261.16	606.13043	389086.6	387044.62	1000.0	1000.0	1379999	1658.9192	1658.9197	-1652.831	390.44818	3.998429	1.4492809	78203.88468194008
346	388665.06	682.34064	389375.16	387543.78	388216.8	707.5274	389712.28	387151.53	1000.0	1000.0	1383999	1662.8352	1662.8353	-1656.4363	394.27667	3.9969258	1.5623171	78437.6750240326
347	386732.47	983.1451	387713.1	385093.06	385935.1	3105.0952	388957.5	380913.38	1000.0	1000.0	1387999	1668.2457	1668.2448	-1662.1	384.159	3.9887555	1.5015501	78671.99295425415
348	382656.72	4006.9827	387053.78	377437.38	383592.97	4559.866	387196.5	372053.47	1000.0	1000.0	1391999	1672.3102	1672.31	-1666.3812	382.85703	4.0115333	1.4296699	78904.79619789124
349	378885.62	9841.569	386531.3	361992.47	378795.22	6799.9214	382708.75	362694.6	1000.0	1000.0	1395999	1674.4897	1674.4912	-1668.7344	375.48782	3.9996295	1.3827	79136.70835733414
350	386873.66	4366.81	391273.56	380042.8	388980.94	3205.3213	391195.94	380359.8	1000.0	1000.0	1399999	1676.8363	1676.8372	-1670.7711	381.67355	3.9972794	1.4640396	79369.44914412498
351	375003.16	19424.309	386904.25	341377.2	385240.9	7244.641	390891.22	365398.4	1000.0	1000.0	1403999	1680.1049	1680.1049	-1674.2758	382.8315	4.0022593	1.4153247	79604.89582681656
352	382129.7	7385.491	388096.34	369516.4	379411.62	3150.9758	382358.88	373438.72	1000.0	1000.0	1407999	1682.3615	1682.3618	-1676.7275	383.81815	3.9921064	1.3522565	79840.68024086952
353	385349.25	5385.416	389511.9	376313.8	389949.72	396.5514	390596.75	389089.72	1000.0	1000.0	1411999	1686.7269	1686.728	-1680.79	385.5665	4.008022	1.4478275	80073.7757217884
354	382624.75	6051.8604	390657.06	376012.7	381482.84	6502.8076	387208.1	368681.75	1000.0	1000.0	1415999	1690.1747	1690.1752	-1684.3185	373.8676	3.99928	1.4063504	80307.00982689857
355	386138.47	2211.662	389525.66	383365.53	386268.66	2784.6353	388530.8	380148.72	1000.0	1000.0	1419999	1693.5896	1693.5905	-1687.8679	370.75394	3.9962628	1.3923682	80539.5146920681
356	383785.44	6207.7715	388920.38	373262.72	385982.53	1918.6711	387655.2	381703.47	1000.0	1000.0	1423999	1696.7921	1696.7935	-1691.4034	365.67825	4.00567	1.3089755	80773.33236145973
357	381233.53	11544.759	389550.12	361540.12	381004.3	7975.106	389585.72	361487.44	1000.0	1000.0	1427999	1700.9423	1700.9434	-1695.3126	360.5831	3.9977822	1.3724545	81005.54179143906
358	387756.94	2263.4578	390495.12	385374.38	387979.78	2555.8818	389675.16	380493.53	1000.0	1000.0	1431999	1702.9432	1702.9418	-1697.0662	351.0215	4.0024977	1.4077996	81238.23156642914
359	388432.62	1097.639	389458.78	386850.84	389948.84	612.74664	390730.03	388557.53	1000.0	1000.0	1435999	1705.6864	1705.6888	-1699.86	355.08298	4.002083	1.4221458	81469.52843356133
360	383566.62	8026.7554	388657.62	369680.06	388618.66	4435.6875	391178.72	376751.03	1000.0	1000.0	1439999	1708.8019	1708.8013	-1703.256	354.50388	3.9966073	1.3487743	81700.35784244537
361	385948.94	1974.366	388110.53	382739.3	386393.16	6637.0703	390517.88	367783.4	1000.0	1000.0	1443999	1711.9314	1711.9325	-1706.062	349.033	3.9980674	1.4258873	81934.80305433273
362	379724.12	10874.578	388931.4	362205.5	388591.4	4629.657	391257.62	374886.7	1000.0	1000.0	1447999	1712.4932	1712.4939	-1706.786	350.30826	4.000407	1.3783588	82167.11298632622
363	387244.06	1698.4105	389218.3	385297.12	388677.97	2874.3843	390853.66	381835.25	1000.0	1000.0	1451999	1714.0529	1714.0536	-1708.8733	339.81177	3.9974046	1.2303867	82398.41453933716
364	386230.56	3650.7588	389513.9	380073.88	390293.72	345.14166	390870.1	389749.38	1000.0	1000.0	1455999	1714.5819	1714.5825	-1709.0293	342.01343	4.0007257	1.329655	82629.30953073502
365	384510.56	2909.7961	389413.7	381782.25	386885.0	664.73376	387921.53	385640.34	1000.0	1000.0	1459999	1717.4138	1717.4138	-1711.8368	338.9768	4.0057096	1.3344121	82861.64588713646
366	385467.4	5561.933	389824.8	376177.12	386501.25	2373.6948	389153.4	382087.16	1000.0	1000.0	1463999	1719.5917	1719.5933	-1714.3687	329.69568	3.9938788	1.2728087	83093.7985329628
367	388777.56	1003.3571	390289.8	387513.53	389487.44	634.14386	390423.72	388092.03	1000.0	1000.0	1467999	1720.904	1720.904	-1715.5569	329.7506	3.9984438	1.2877165	83325.59625077248
368	389636.25	1200.3192	391140.6	387901.84	391663.47	441.08243	392468.34	391022.25	1000.0	1000.0	1471999	1724.0968	1724.0974	-1718.4286	322.30038	4.000831	1.3987244	83554.75436902046
369	387030.25	1607.3546	389756.34	385757.44	385920.72	3254.8892	389418.0	379975.2	1000.0	1000.0	1475999	1727.4991	1727.5011	-1722.1237	316.06934	4.0052104	1.3128825	83787.32501459122
370	383346.1	7361.755	388509.28	370706.12	384832.22	4490.9785	388701.56	376226.03	1000.0	1000.0	1479999	1730.5356	1730.5349	-1725.3726	310.14163	3.9984455	1.2853642	84020.04131269455
371	385237.56	2605.0337	387413.72	380798.72	391015.94	618.0896	392265.97	390128.3	1000.0	1000.0	1483999	1735.5557	1735.5563	-1730.0066	315.4926	3.9946563	1.3594173	84252.26306176186
372	386485.28	2315.8123	388321.7	382556.9	388119.38	2566.8606	390668.7	381877.12	1000.0	1000.0	1487999	1738.3085	1738.3096	-1733.076	314.021	4.003529	1.2782036	84483.88588476181
373	384727.56	6083.2217	389251.4	374420.88	389766.53	1847.7461	391142.53	384564.97	1000.0	1000.0	1491999	1741.0319	1741.0304	-1735.7314	303.8585	3.997964	1.2789726	84717.4396533966
374	389209.22	628.34656	389658.5	388135.53	388335.6	4681.0283	392012.22	376916.1	1000.0	1000.0	1495999	1742.2617	1742.262	-1737.3147	301.88397	3.9980655	1.188732	84950.82539796829
375	385837.5	3681.771	390348.97	380084.62	387379.2	2156.5527	389128.28	381200.28	1000.0	1000.0	1499999	1744.609	1744.6102	-1739.627	294.5489	4.0004106	1.2061332	85183.6778125763
376	387563.38	1253.798	388758.12	385538.84	388716.84	527.6051	389774.66	388112.9	1000.0	1000.0	1503999	1746.2343	1746.2346	-1741.3022	292.04254	3.9878101	1.2057109	85417.02307343483
377	388439.28	793.04254	389717.75	387589.88	388082.6	1925.6711	390254.75	384827.66	1000.0	1000.0	1507999	1747.244	1747.2445	-1742.2572	286.0448	3.999276	1.209387	85648.90041542053
378	387022.25	2494.7239	389818.06	383078.44	389177.6	426.98907	389868.5	388256.38	1000.0	1000.0	1511999	1751.431	1751.4327	-1746.258	277.1155	3.9984756	1.2647092	85882.57505583763
379	388634.9	865.80786	390026.6	387776.44	390857.3	2329.5876	392548.47	384015.28	1000.0	1000.0	1515999	1754.3857	1754.3851	-1749.4999	285.66	3.9970102	1.198863	86117.82832884789
380	388540.34	905.2805	389864.9	387331.6	375598.1	13541.512	387261.8	341242.1	1000.0	1000.0	1519999	1757.4751	1757.4749	-1752.6766	279.84018	4.002551	1.1780992	86353.63852214813
381	385546.56	4719.811	389700.97	377537.3	387896.8	423.8058	388641.97	387100.72	1000.0	1000.0	1523999	1760.5851	1760.5853	-1755.6305	277.92056	3.9995599	1.2159569	86591.7037498951
382	388400.7	2067.6614	391601.47	386489.47	391457.1	481.96378	392064.28	390728.06	1000.0	1000.0	1527999	1763.4952	1763.497	-1758.6714	277.24088	3.9860127	1.196508	86829.03579044342
383	388832.2	1504.5496	390309.8	386701.56	389069.66	3996.3274	390831.5	377114.0	1000.0	1000.0	1531999	1765.908	1765.9078	-1760.9885	269.13614	3.9999776	1.2222399	87066.52531671524
384	387881.56	1180.497	389599.56	386400.97	387304.66	520.6414	387951.7	386434.3	1000.0	1000.0	1535999	1768.8413	1768.8414	-1763.8159	263.68845	4.0013976	1.2489104	87302.98174118996
385	385376.9	6068.8125	389437.16	374889.75	379972.06	28122.36	390976.97	295901.84	1000.0	1000.0	1539999	1771.5702	1771.5725	-1766.7412	260.18716	4.001147	1.1875523	87542.2973408699
386	389847.6	647.65875	390773.62	389096.38	385682.6	6866.6235	392669.28	373703.88	1000.0	1000.0	1543999	1774.0647	1774.0645	-1769.4158	268.59274	4.0012045	1.1425085	87781.09272575378
387	388780.56	2795.0583	392215.1	384612.28	389314.62	1692.896	390301.44	384320.25	1000.0	1000.0	1547999	1776.8599	1776.86	-1772.0188	259.52	3.99611	1.1910534	88020.38203930855
388	389287.34	906.15393	390163.2	387876.94	387272.94	4001.2207	390417.3	378993.78	1000.0	1000.0	1551999	1778.9114	1778.9114	-1774.5664	253.6493	3.998711	1.065926	88259.40145802498
389	386405.3	4379.3633	389212.78	378828.0	390026.84	620.9987	390708.47	388587.12	1000.0	1000.0	1555999	1780.1199	1780.119	-1775.7877	247.81313	4.0012903	1.0557339	88500.19556760788
390	389546.7	1299.2728	391085.88	387533.47	387871.5	5162.7783	392326.22	375209.47	1000.0	1000.0	1559999	1782.2333	1782.2349	-1777.4454	245.60622	4.0026493	1.1839054	88739.21204328537
391	389300.25	1417.0475	391051.78	387721.4	391040.3	2246.7495	392540.1	384563.16	1000.0	1000.0	1563999	1785.2009	1785.2009	-1780.8688	243.78491	3.9886107	1.0820175	88979.40230488777
392	390115.38	287.35822	390598.75	389873.56	384950.38	6513.574	389881.3	367884.97	1000.0	1000.0	1567999	1787.4307	1787.4298	-1782.7292	241.19644	4.0085773	1.1585686	89219.74482727051
393	326466.88	103945.38	389029.88	146504.5	385399.6	8641.462	390261.8	363468.12	1000.0	1000.0	1571999	1789.3555	1789.3569	-1784.828	238.4773	3.992453	1.1143118	89459.20545864105
394	385598.25	6325.9243	389967.47	374683.88	386043.7	5682.673	389569.1	370410.44	1000.0	1000.0	1575999	1791.3296	1791.3281	-1786.6847	241.31104	4.0015483	1.1426233	89697.09170651436
395	387212.62	1007.0701	388417.75	386160.25	380720.8	19891.83	389843.53	324294.6	1000.0	1000.0	1579999	1793.8326	1793.8342	-1789.4918	231.48131	4.000153	1.0702679	89935.04896044731
396	388355.9	480.6626	389081.47	387852.84	389170.34	755.0513	390146.72	388171.72	1000.0	1000.0	1583999	1795.2853	1795.2852	-1790.6776	224.86128	3.997165	1.1526134	90174.20221567154
397	384314.4	4471.29	388393.47	376806.84	386719.56	538.44745	387983.3	386109.94	1000.0	1000.0	1587999	1798.4001	1798.4001	-1794.0532	223.10191	4.0026045	1.0956465	90409.99990177155
398	387697.62	1251.7571	389147.34	385743.2	388734.97	2936.5525	390965.2	382798.06	1000.0	1000.0	1591999	1800.8671	1800.8666	-1796.7867	222.17613	3.996535	1.0163435	90646.35142850876
399	388654.3	1727.8417	390971.97	386313.62	388030.56	3227.3652	389844.47	378508.0	1000.0	1000.0	1595999	1802.7893	1802.79	-1798.333	217.03618	3.989063	1.1080903	90883.06310224533
400	390144.75	1018.5372	391811.56	389057.3	388208.22	5204.926	391019.6	373422.34	1000.0	1000.0	1599999	1804.5251	1804.5264	-1800.1582	213.57173	3.964874	1.0714607	91118.22869968414
401	379580.97	10151.219	390069.44	366960.75	379055.28	11442.645	389150.16	358875.75	1000.0	1000.0	1603999	1804.5414	1804.5437	-1799.9468	213.35434	3.9415476	1.1351237	91354.66684675217
402	324729.44	78565.05	389342.94	190755.42	390357.7	756.5394	391649.6	389161.12	1000.0	1000.0	1607999	1805.4254	1805.4259	-1801.331	211.59422	3.9797783	1.0051502	91590.09582924843
403	387591.97	2087.4697	389365.88	384033.66	390741.7	1144.7896	391798.38	387595.12	1000.0	1000.0	1611999	1807.1914	1807.1901	-1802.9932	207.27122	3.983708	1.0481871	91824.34159898758
404	386254.8	4082.4963	389858.3	379330.12	388501.7	2140.7446	390369.88	382925.44	1000.0	1000.0	1615999	1808.8644	1808.8652	-1804.7491	210.0722	3.9835758	1.021315	92059.19334197044
405	387443.03	1007.7528	388267.44	385726.16	387913.84	504.64795	388885.9	387167.0	1000.0	1000.0	1619999	1810.672	1810.6719	-1806.8912	211.88988	3.973244	0.93780065	92292.00307297707
406	386950.88	1338.2578	389203.84	385770.94	388162.44	933.6001	389031.62	386201.7	1000.0	1000.0	1623999	1812.2874	1812.2877	-1808.0505	213.13824	3.9726684	1.0468265	92524.61539244652
407	388045.22	1216.6399	390096.62	387001.25	390456.16	540.21265	391145.0	389379.28	1000.0	1000.0	1627999	1812.9291	1812.9286	-1808.454	214.45375	3.9443936	1.0972223	92757.74667310715
408	388272.28	614.5389	389112.94	387624.4	388966.3	1823.3657	390185.12	383607.5	1000.0	1000.0	1631999	1812.8163	1812.8167	-1808.4365	210.64171	3.910764	1.0708404	92989.23284006119
409	387003.88	3088.6267	390199.97	381897.72	390454.6	596.8901	391051.72	389367.53	1000.0	1000.0	1635999	1813.4324	1813.4324	-1809.299	209.66826	3.9113927	1.0286392	93221.68747258186
410	387772.22	825.945	388797.9	386554.4	388972.34	3625.7417	391862.44	380109.28	1000.0	1000.0	1639999	1815.3014	1815.3014	-1811.3833	207.6826	3.9087589	0.967976	93455.53283286095
411	387962.9	1205.9639	389289.34	386530.5	389979.28	534.0937	390967.5	389145.9	1000.0	1000.0	1643999	1814.7528	1814.7529	-1810.4375	203.63123	3.8937929	1.0538367	93685.78004145622
412	386295.78	611.7837	387007.75	385447.1	388490.6	2486.4688	389951.28	381095.44	1000.0	1000.0	1647999	1813.8925	1813.8925	-1809.4875	204.24565	3.8226352	1.0844074	93920.45065021515
413	386864.7	3365.9385	390712.16	381489.2	389081.56	250.90189	389407.53	388648.94	1000.0	1000.0	1651999	1812.8541	1812.8544	-1808.3042	201.43036	3.8083515	1.1147932	94155.15110468864
414	389020.16	989.5786	390482.56	387900.97	390220.4	409.85623	391101.84	389548.2	1000.0	1000.0	1655999	1812.7369	1812.7369	-1808.491	195.34831	3.8094742	1.0544974	94388.16123342514
415	389588.53	554.03186	390412.66	388976.06	386785.1	4334.7876	389762.44	375708.72	1000.0	1000.0	1659999	1813.6382	1813.637	-1809.1486	194.11707	3.8120232	1.1202277	94619.52788352966
416	386905.78	1127.3253	388080.25	385702.88	391227.0	1921.8429	392587.56	385595.94	1000.0	1000.0	1663999	1814.0933	1814.0936	-1809.8306	191.91942	3.8082097	1.056643	94852.62708163261
