Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
94	2523.8997	161.07893	2802.7202	2421.612	2764.543	140.19312	3008.681	2541.4797	1000.0	1000.0	375999	246.4599	60.037457	573.17053	-45.119053	-247.61212	19.227	4102.847549438477
95	2577.6184	287.71692	2988.5205	2187.9153	2974.9722	224.51028	3196.992	2456.8713	1000.0	1000.0	379999	247.00682	60.74787	575.244	-62.145775	-248.19281	18.64644	4146.641366958618
96	2491.2166	330.83273	2964.1304	2032.9402	2272.0317	131.1742	2464.4448	2035.3412	1000.0	1000.0	383999	249.1688	60.80721	556.21234	-49.462273	-250.41502	18.721243	4190.36740899086
97	2513.2546	174.87212	2702.6836	2307.7593	2771.4854	199.31694	3061.8743	2470.2798	1000.0	1000.0	387999	250.75664	61.272938	564.79553	-71.5338	-251.9431	19.233187	4234.1111669540405
98	2208.5933	115.709076	2388.1545	2066.7993	2423.6467	331.43713	2876.8958	1835.45	1000.0	1000.0	391999	251.7823	61.81986	565.05804	-22.823736	-252.95738	18.82263	4277.982850551605
99	2335.8308	107.2363	2505.585	2232.5403	2328.8433	122.51541	2523.1013	2103.7354	1000.0	1000.0	395999	252.00438	61.481567	571.5036	-50.118572	-253.12119	19.37741	4321.662120342255
100	2418.9531	128.73877	2543.2966	2216.9023	2673.6274	204.4884	3178.0825	2414.6118	1000.0	1000.0	399999	251.35086	61.10563	583.9414	-14.91608	-252.40451	18.720026	4365.283936262131
101	2532.56	43.972824	2585.421	2484.461	2700.558	85.51475	2779.3237	2500.2922	1000.0	1000.0	403999	250.77435	61.23525	572.77606	-13.726027	-251.88373	18.76306	4408.821273326874
102	2511.8716	112.19486	2610.3418	2329.05	2617.3372	116.72665	2801.2483	2351.679	1000.0	1000.0	407999	251.58163	61.07637	547.3458	-12.906585	-252.68985	18.289766	4452.318028450012
103	2519.5908	174.88565	2692.087	2242.3481	3006.8494	213.09251	3381.5693	2686.3745	1000.0	1000.0	411999	251.95586	61.645042	585.02954	-0.7441633	-253.0414	17.931633	4496.109101057053
104	2571.5466	233.41763	2960.8472	2344.787	2853.064	224.74916	3088.8237	2417.9004	1000.0	1000.0	415999	251.89297	62.454754	584.5082	-26.074718	-252.93372	18.145584	4539.774854898453
105	2640.4978	41.69695	2692.486	2579.4373	3114.7239	429.03214	3580.3074	2559.9343	1000.0	1000.0	419999	251.43776	63.693428	566.8212	-27.59915	-252.47528	18.28494	4583.242714643478
106	2732.8538	192.1455	2988.2244	2449.2815	2945.979	211.87985	3282.8115	2650.189	1000.0	1000.0	423999	251.43176	64.37335	567.3523	-33.850136	-252.49869	18.208836	4626.742625236511
107	2604.8887	28.94404	2631.4402	2557.2478	2742.6807	198.86143	3134.9878	2470.1948	1000.0	1000.0	427999	252.43427	64.55182	531.7334	-13.210722	-253.55539	17.779137	4670.354736804962
108	2554.5146	161.06343	2804.9167	2402.685	2699.9746	84.39122	2810.634	2518.7053	1000.0	1000.0	431999	253.37357	64.465515	511.77716	-24.427702	-254.44347	17.530695	4714.327512741089
109	2740.3962	188.676	2975.0208	2534.6082	2815.5745	111.01553	2955.1238	2627.4023	1000.0	1000.0	435999	254.40726	64.3161	512.86035	-16.11052	-255.47197	16.696295	4757.817444324493
110	2692.62	89.14063	2796.26	2560.7932	2642.5247	108.45574	2825.4468	2440.8826	1000.0	1000.0	439999	254.76363	64.50049	484.89917	15.964492	-255.79521	15.774981	4801.507135629654
111	2646.4185	111.50782	2724.9832	2454.439	2666.208	107.47097	2816.4546	2491.097	1000.0	1000.0	443999	254.6292	65.46064	477.4372	2.3058913	-255.64462	16.296263	4844.918783187866
112	2551.0356	61.990833	2615.4644	2452.196	2991.4907	174.45355	3308.6216	2687.2698	1000.0	1000.0	447999	254.60027	66.35969	443.52686	-37.47953	-255.59256	16.138754	4888.583047151566
113	2690.0837	248.88533	3020.7673	2434.8193	2892.0054	85.22056	2977.3892	2712.224	1000.0	1000.0	451999	254.5741	67.694565	447.1483	-36.473675	-255.58809	16.143658	4932.035747289658
114	2726.42	109.080444	2888.2527	2592.0588	2719.064	90.64196	2888.0625	2617.044	1000.0	1000.0	455999	255.50534	69.36512	463.66336	-62.90161	-256.53452	16.326706	4975.488447666168
115	2583.6638	68.55265	2701.2026	2533.4116	2974.1711	195.61392	3408.0474	2669.8284	1000.0	1000.0	459999	255.99947	70.370384	476.79437	-84.85556	-257.0063	16.62458	5019.240138292313
116	2656.0286	116.310745	2789.8586	2488.1934	2403.7864	51.948345	2455.0676	2290.8315	1000.0	1000.0	463999	256.38766	70.838326	520.00916	-38.910007	-257.40756	17.477425	5062.976791143417
