Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	Averagealpha	Stdalpha	Maxalpha	Minalpha	Time
72	3362.352	71.967155	3438.976	3244.4097	3310.1843	80.39227	3428.783	3105.7622	1000.0	1000.0	287999	270.75037	270.7502	-270.50308	8.873177	1.6388534	0.058257528	1.9090171	1.4505825	0.36889508	0.017599804	0.40253797	0.32917804	6587.666979789734
73	3309.4238	157.28008	3529.5437	3110.4053	3163.48	94.51989	3299.8933	2999.129	1000.0	1000.0	291999	272.3381	272.33826	-272.10718	8.699542	1.637465	0.05549796	1.8416001	1.4445056	0.3685591	0.025391009	0.4203247	0.30442637	6679.340980291367
74	3096.7327	174.99391	3300.22	2904.7075	3415.101	97.56849	3538.574	3275.276	1000.0	1000.0	295999	273.92184	273.92212	-273.70276	8.8503685	1.6433115	0.05563207	1.8547008	1.4573283	0.3585155	0.026660025	0.4396363	0.30421492	6772.131084918976
75	3118.34	132.66486	3338.6572	2990.2278	3228.738	33.37875	3284.9214	3183.772	1000.0	1000.0	299999	275.07825	275.07843	-274.82825	8.617732	1.6397957	0.054536674	1.8236668	1.4630061	0.36439702	0.020287331	0.4107703	0.3170634	6864.874732971191
76	3089.023	193.403	3381.135	2875.153	3290.2578	70.862564	3414.6287	3116.0398	1000.0	1000.0	303999	276.01877	276.01877	-275.79398	8.722496	1.6401402	0.056478515	1.8395417	1.423959	0.36133453	0.019780934	0.39498776	0.31493556	6957.4530029296875
77	3089.187	131.50543	3256.7324	2902.358	3405.3684	42.71303	3468.1387	3320.6584	1000.0	1000.0	307999	276.937	276.937	-276.6557	8.871563	1.6241555	0.058693565	1.8533458	1.4130268	0.3734294	0.033406876	0.43866843	0.28882474	7049.372849225998
78	3047.8733	148.20818	3283.0178	2882.9277	3059.7083	172.71077	3385.5317	2858.1914	1000.0	1000.0	311999	277.4232	277.42313	-277.11517	8.892685	1.6082119	0.057686597	1.8124421	1.3895004	0.39891356	0.031167846	0.4689745	0.34630585	7140.928997993469
79	3328.7612	107.304985	3513.5242	3254.208	3170.5813	118.62695	3319.3865	2984.9175	1000.0	1000.0	315999	278.08	278.08008	-277.7849	8.840731	1.6108371	0.056436654	1.7991958	1.3811363	0.3911373	0.016206106	0.42964002	0.356499	7233.39453625679
80	3012.9226	210.60283	3142.5315	2648.2737	3331.8562	157.84465	3595.8484	3042.3145	1000.0	1000.0	319999	278.64816	278.64862	-278.342	8.83831	1.6091332	0.05682399	1.8105642	1.4110425	0.38268444	0.029163487	0.45749667	0.33433673	7325.76916217804
81	3411.3298	100.0167	3576.8718	3314.3293	3127.8638	157.22296	3471.1382	2877.9277	1000.0	1000.0	323999	278.96487	278.96457	-278.65338	8.728882	1.6107348	0.056826804	1.8687797	1.4010576	0.37525654	0.021020835	0.420732	0.31734064	7417.520068883896
